INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2020-02-01T10:00:00-00:00,2020-02-01T11:00:00-00:00,2020-02-01,3,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,23.68,1
2020-02-01T17:00:00-00:00,2020-02-01T18:00:00-00:00,2020-02-01,10,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,15.09821,1
2020-02-02T01:00:00-00:00,2020-02-02T02:00:00-00:00,2020-02-01,18,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,40.60847,1
2020-02-01T13:00:00-00:00,2020-02-01T14:00:00-00:00,2020-02-01,6,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,26.95003,1
2020-02-01T15:00:00-00:00,2020-02-01T16:00:00-00:00,2020-02-01,8,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,28.58919,1
2020-02-01T22:00:00-00:00,2020-02-01T23:00:00-00:00,2020-02-01,15,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,12.57681,1
2020-02-02T02:00:00-00:00,2020-02-02T03:00:00-00:00,2020-02-01,19,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,43.36449,1
2020-02-02T06:00:00-00:00,2020-02-02T07:00:00-00:00,2020-02-01,23,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.72084,1
2020-02-01T14:00:00-00:00,2020-02-01T15:00:00-00:00,2020-02-01,7,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,34.17046,1
2020-02-01T19:00:00-00:00,2020-02-01T20:00:00-00:00,2020-02-01,12,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,9.72534,1
2020-02-02T04:00:00-00:00,2020-02-02T05:00:00-00:00,2020-02-01,21,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,36.42591,1
2020-02-01T11:00:00-00:00,2020-02-01T12:00:00-00:00,2020-02-01,4,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,23.11,1
2020-02-01T23:00:00-00:00,2020-02-02T00:00:00-00:00,2020-02-01,16,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,18.60111,1
2020-02-01T12:00:00-00:00,2020-02-01T13:00:00-00:00,2020-02-01,5,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,22.7662,1
2020-02-01T16:00:00-00:00,2020-02-01T17:00:00-00:00,2020-02-01,9,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,19.82195,1
2020-02-01T18:00:00-00:00,2020-02-01T19:00:00-00:00,2020-02-01,11,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,13.66261,1
2020-02-01T20:00:00-00:00,2020-02-01T21:00:00-00:00,2020-02-01,13,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,10.36508,1
2020-02-01T08:00:00-00:00,2020-02-01T09:00:00-00:00,2020-02-01,1,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,26.82523,1
2020-02-01T09:00:00-00:00,2020-02-01T10:00:00-00:00,2020-02-01,2,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,25.78835,1
2020-02-02T03:00:00-00:00,2020-02-02T04:00:00-00:00,2020-02-01,20,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,39.28824,1
2020-02-01T21:00:00-00:00,2020-02-01T22:00:00-00:00,2020-02-01,14,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,10.35886,1
2020-02-02T00:00:00-00:00,2020-02-02T01:00:00-00:00,2020-02-01,17,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.0196,1
2020-02-02T05:00:00-00:00,2020-02-02T06:00:00-00:00,2020-02-01,22,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,33.30155,1
2020-02-02T07:00:00-00:00,2020-02-02T08:00:00-00:00,2020-02-01,24,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,26.18026,1
2020-02-01T22:00:00-00:00,2020-02-01T23:00:00-00:00,2020-02-01,15,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,-0.15318,2
2020-02-01T19:00:00-00:00,2020-02-01T20:00:00-00:00,2020-02-01,12,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,-0.40856,2
2020-02-01T15:00:00-00:00,2020-02-01T16:00:00-00:00,2020-02-01,8,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
2020-02-01T08:00:00-00:00,2020-02-01T09:00:00-00:00,2020-02-01,1,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
