INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2019-10-01T14:00:00-00:00,2019-10-01T15:00:00-00:00,2019-10-01,8,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,38.0434,1
2019-10-01T07:00:00-00:00,2019-10-01T08:00:00-00:00,2019-10-01,1,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,28.20467,1
2019-10-01T20:00:00-00:00,2019-10-01T21:00:00-00:00,2019-10-01,14,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,30.16279,1
2019-10-01T09:00:00-00:00,2019-10-01T10:00:00-00:00,2019-10-01,3,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,27.15262,1
2019-10-02T03:00:00-00:00,2019-10-02T04:00:00-00:00,2019-10-01,21,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,43.4942,1
2019-10-01T18:00:00-00:00,2019-10-01T19:00:00-00:00,2019-10-01,12,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.39195,1
2019-10-01T21:00:00-00:00,2019-10-01T22:00:00-00:00,2019-10-01,15,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.26402,1
2019-10-01T23:00:00-00:00,2019-10-02T00:00:00-00:00,2019-10-01,17,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,27.62135,1
2019-10-02T06:00:00-00:00,2019-10-02T07:00:00-00:00,2019-10-01,24,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,30.96043,1
2019-10-01T15:00:00-00:00,2019-10-01T16:00:00-00:00,2019-10-01,9,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.4034,1
2019-10-01T10:00:00-00:00,2019-10-01T11:00:00-00:00,2019-10-01,4,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,26.61516,1
2019-10-02T01:00:00-00:00,2019-10-02T02:00:00-00:00,2019-10-01,19,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,51.16837,1
2019-10-02T04:00:00-00:00,2019-10-02T05:00:00-00:00,2019-10-01,22,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,42.00277,1
2019-10-02T05:00:00-00:00,2019-10-02T06:00:00-00:00,2019-10-01,23,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,39.84711,1
2019-10-01T22:00:00-00:00,2019-10-01T23:00:00-00:00,2019-10-01,16,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.17656,1
2019-10-01T08:00:00-00:00,2019-10-01T09:00:00-00:00,2019-10-01,2,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,27.86719,1
2019-10-01T12:00:00-00:00,2019-10-01T13:00:00-00:00,2019-10-01,6,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,32.52489,1
2019-10-01T19:00:00-00:00,2019-10-01T20:00:00-00:00,2019-10-01,13,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.46035,1
2019-10-01T11:00:00-00:00,2019-10-01T12:00:00-00:00,2019-10-01,5,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,28.03102,1
2019-10-02T00:00:00-00:00,2019-10-02T01:00:00-00:00,2019-10-01,18,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,37.71812,1
2019-10-02T02:00:00-00:00,2019-10-02T03:00:00-00:00,2019-10-01,20,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,51.57341,1
2019-10-01T13:00:00-00:00,2019-10-01T14:00:00-00:00,2019-10-01,7,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,41.96969,1
2019-10-01T16:00:00-00:00,2019-10-01T17:00:00-00:00,2019-10-01,10,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,29.81824,1
2019-10-01T17:00:00-00:00,2019-10-01T18:00:00-00:00,2019-10-01,11,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,33.03611,1
2019-10-01T12:00:00-00:00,2019-10-01T13:00:00-00:00,2019-10-01,6,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,-0.23671,2
