INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2020-05-06T02:00:00-00:00,2020-05-06T03:00:00-00:00,2020-05-05,20,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-121.53816,1
2020-05-05T12:00:00-00:00,2020-05-05T13:00:00-00:00,2020-05-05,6,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150.61575,1
2020-05-05T14:00:00-00:00,2020-05-05T15:00:00-00:00,2020-05-05,8,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149.23,1
2020-05-05T17:00:00-00:00,2020-05-05T18:00:00-00:00,2020-05-05,11,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-119,1
2020-05-05T21:00:00-00:00,2020-05-05T22:00:00-00:00,2020-05-05,15,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-145.15,1
2020-05-05T09:00:00-00:00,2020-05-05T10:00:00-00:00,2020-05-05,3,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150,1
2020-05-05T13:00:00-00:00,2020-05-05T14:00:00-00:00,2020-05-05,7,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150.61575,1
2020-05-05T18:00:00-00:00,2020-05-05T19:00:00-00:00,2020-05-05,12,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-129,1
2020-05-05T11:00:00-00:00,2020-05-05T12:00:00-00:00,2020-05-05,5,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150.61575,1
2020-05-06T01:00:00-00:00,2020-05-06T02:00:00-00:00,2020-05-05,19,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-148.99161,1
2020-05-06T04:00:00-00:00,2020-05-06T05:00:00-00:00,2020-05-05,22,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149.23,1
2020-05-06T00:00:00-00:00,2020-05-06T01:00:00-00:00,2020-05-05,18,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149,1
2020-05-05T10:00:00-00:00,2020-05-05T11:00:00-00:00,2020-05-05,4,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150.61575,1
2020-05-05T22:00:00-00:00,2020-05-05T23:00:00-00:00,2020-05-05,16,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-148,1
2020-05-06T03:00:00-00:00,2020-05-06T04:00:00-00:00,2020-05-05,21,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149.23,1
2020-05-05T15:00:00-00:00,2020-05-05T16:00:00-00:00,2020-05-05,9,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149.23,1
2020-05-05T16:00:00-00:00,2020-05-05T17:00:00-00:00,2020-05-05,10,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-120,1
2020-05-06T06:00:00-00:00,2020-05-06T07:00:00-00:00,2020-05-05,24,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150.61575,1
2020-05-05T07:00:00-00:00,2020-05-05T08:00:00-00:00,2020-05-05,1,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150,1
2020-05-05T19:00:00-00:00,2020-05-05T20:00:00-00:00,2020-05-05,13,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-139.60909,1
2020-05-05T20:00:00-00:00,2020-05-05T21:00:00-00:00,2020-05-05,14,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-145.15,1
2020-05-06T05:00:00-00:00,2020-05-06T06:00:00-00:00,2020-05-05,23,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149.23,1
2020-05-05T08:00:00-00:00,2020-05-05T09:00:00-00:00,2020-05-05,2,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-150,1
2020-05-05T23:00:00-00:00,2020-05-06T00:00:00-00:00,2020-05-05,17,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,LMP,LMP_PRC,NP15SLAK_5_N001,ALL,1,-149.23,1
2020-05-05T22:00:00-00:00,2020-05-05T23:00:00-00:00,2020-05-05,16,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
2020-05-05T14:00:00-00:00,2020-05-05T15:00:00-00:00,2020-05-05,8,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
2020-05-05T13:00:00-00:00,2020-05-05T14:00:00-00:00,2020-05-05,7,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
2020-05-05T23:00:00-00:00,2020-05-06T00:00:00-00:00,2020-05-05,17,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
2020-05-05T15:00:00-00:00,2020-05-05T16:00:00-00:00,2020-05-05,9,0,NP15SLAK_5_N001,NP15SLAK_5_N001,NP15SLAK_5_N001,DAM,MCC,LMP_CONG_PRC,NP15SLAK_5_N001,ALL,1,0,2
