,OPR_DT_PT,OPR_HR_PT,OPR_INTERVAL,NODE_ID,GROUP,POS,$_MWH,INTERVAL_START_PT,INTERVAL_END_PT
1,2019-02-01,1,0,SP26SLAK_5_N001,5,1,36.04269,2019-02-01 01:00:00+00:00,2019-02-01 02:00:00+00:00
4,2019-02-01,2,0,SP26SLAK_5_N001,5,1,35.153890000000004,2019-02-01 02:00:00+00:00,2019-02-01 03:00:00+00:00
7,2019-02-01,3,0,SP26SLAK_5_N001,5,1,34.87623,2019-02-01 03:00:00+00:00,2019-02-01 04:00:00+00:00
10,2019-02-01,4,0,SP26SLAK_5_N001,5,1,34.692859999999996,2019-02-01 04:00:00+00:00,2019-02-01 05:00:00+00:00
13,2019-02-01,5,0,SP26SLAK_5_N001,5,1,36.03518,2019-02-01 05:00:00+00:00,2019-02-01 06:00:00+00:00
16,2019-02-01,6,0,SP26SLAK_5_N001,5,1,42.53757,2019-02-01 06:00:00+00:00,2019-02-01 07:00:00+00:00
19,2019-02-01,7,0,SP26SLAK_5_N001,5,1,49.40988,2019-02-01 07:00:00+00:00,2019-02-01 08:00:00+00:00
22,2019-02-01,8,0,SP26SLAK_5_N001,5,1,46.39359,2019-02-01 08:00:00+00:00,2019-02-01 09:00:00+00:00
25,2019-02-01,9,0,SP26SLAK_5_N001,5,1,35.80693,2019-02-01 09:00:00+00:00,2019-02-01 10:00:00+00:00
28,2019-02-01,10,0,SP26SLAK_5_N001,5,1,34.62382,2019-02-01 10:00:00+00:00,2019-02-01 11:00:00+00:00
31,2019-02-01,11,0,SP26SLAK_5_N001,5,1,31.95952,2019-02-01 11:00:00+00:00,2019-02-01 12:00:00+00:00
34,2019-02-01,12,0,SP26SLAK_5_N001,5,1,27.83042,2019-02-01 12:00:00+00:00,2019-02-01 13:00:00+00:00
37,2019-02-01,13,0,SP26SLAK_5_N001,5,1,27.88246,2019-02-01 13:00:00+00:00,2019-02-01 14:00:00+00:00
40,2019-02-01,14,0,SP26SLAK_5_N001,5,1,32.81818,2019-02-01 14:00:00+00:00,2019-02-01 15:00:00+00:00
43,2019-02-01,15,0,SP26SLAK_5_N001,5,1,34.317820000000005,2019-02-01 15:00:00+00:00,2019-02-01 16:00:00+00:00
46,2019-02-01,16,0,SP26SLAK_5_N001,5,1,39.28689,2019-02-01 16:00:00+00:00,2019-02-01 17:00:00+00:00
49,2019-02-01,17,0,SP26SLAK_5_N001,5,1,47.08408,2019-02-01 17:00:00+00:00,2019-02-01 18:00:00+00:00
52,2019-02-01,18,0,SP26SLAK_5_N001,5,1,53.372519999999994,2019-02-01 18:00:00+00:00,2019-02-01 19:00:00+00:00
55,2019-02-01,19,0,SP26SLAK_5_N001,5,1,56.893359999999994,2019-02-01 19:00:00+00:00,2019-02-01 20:00:00+00:00
58,2019-02-01,20,0,SP26SLAK_5_N001,5,1,50.08852,2019-02-01 20:00:00+00:00,2019-02-01 21:00:00+00:00
61,2019-02-01,21,0,SP26SLAK_5_N001,5,1,47.31244,2019-02-01 21:00:00+00:00,2019-02-01 22:00:00+00:00
64,2019-02-01,22,0,SP26SLAK_5_N001,5,1,44.535109999999996,2019-02-01 22:00:00+00:00,2019-02-01 23:00:00+00:00
67,2019-02-01,23,0,SP26SLAK_5_N001,5,1,40.07265,2019-02-01 23:00:00+00:00,2019-02-02 00:00:00+00:00
70,2019-02-01,24,0,SP26SLAK_5_N001,5,1,37.21056,2019-02-02 00:00:00+00:00,2019-02-02 01:00:00+00:00
73,2019-02-02,1,0,SP26SLAK_5_N001,17,1,32.72552,2019-02-02 01:00:00+00:00,2019-02-02 02:00:00+00:00
76,2019-02-02,2,0,SP26SLAK_5_N001,17,1,30.886090000000003,2019-02-02 02:00:00+00:00,2019-02-02 03:00:00+00:00
79,2019-02-02,3,0,SP26SLAK_5_N001,17,1,30.365609999999997,2019-02-02 03:00:00+00:00,2019-02-02 04:00:00+00:00
82,2019-02-02,4,0,SP26SLAK_5_N001,17,1,30.67087,2019-02-02 04:00:00+00:00,2019-02-02 05:00:00+00:00
85,2019-02-02,5,0,SP26SLAK_5_N001,17,1,32.646840000000005,2019-02-02 05:00:00+00:00,2019-02-02 06:00:00+00:00
88,2019-02-02,6,0,SP26SLAK_5_N001,17,1,33.715340000000005,2019-02-02 06:00:00+00:00,2019-02-02 07:00:00+00:00
91,2019-02-02,7,0,SP26SLAK_5_N001,17,1,35.8082,2019-02-02 07:00:00+00:00,2019-02-02 08:00:00+00:00
94,2019-02-02,8,0,SP26SLAK_5_N001,17,1,36.38122,2019-02-02 08:00:00+00:00,2019-02-02 09:00:00+00:00
97,2019-02-02,9,0,SP26SLAK_5_N001,17,1,39.65303,2019-02-02 09:00:00+00:00,2019-02-02 10:00:00+00:00
100,2019-02-02,10,0,SP26SLAK_5_N001,17,1,39.0985,2019-02-02 10:00:00+00:00,2019-02-02 11:00:00+00:00
103,2019-02-02,11,0,SP26SLAK_5_N001,17,1,36.78642,2019-02-02 11:00:00+00:00,2019-02-02 12:00:00+00:00
106,2019-02-02,12,0,SP26SLAK_5_N001,17,1,35.210159999999995,2019-02-02 12:00:00+00:00,2019-02-02 13:00:00+00:00
109,2019-02-02,13,0,SP26SLAK_5_N001,17,1,34.071329999999996,2019-02-02 13:00:00+00:00,2019-02-02 14:00:00+00:00
112,2019-02-02,14,0,SP26SLAK_5_N001,17,1,33.63395,2019-02-02 14:00:00+00:00,2019-02-02 15:00:00+00:00
115,2019-02-02,15,0,SP26SLAK_5_N001,17,1,31.87957,2019-02-02 15:00:00+00:00,2019-02-02 16:00:00+00:00
118,2019-02-02,16,0,SP26SLAK_5_N001,17,1,33.88284,2019-02-02 16:00:00+00:00,2019-02-02 17:00:00+00:00
121,2019-02-02,17,0,SP26SLAK_5_N001,17,1,39.06419,2019-02-02 17:00:00+00:00,2019-02-02 18:00:00+00:00
124,2019-02-02,18,0,SP26SLAK_5_N001,17,1,46.40968,2019-02-02 18:00:00+00:00,2019-02-02 19:00:00+00:00
127,2019-02-02,19,0,SP26SLAK_5_N001,17,1,47.91949,2019-02-02 19:00:00+00:00,2019-02-02 20:00:00+00:00
130,2019-02-02,20,0,SP26SLAK_5_N001,17,1,45.18396,2019-02-02 20:00:00+00:00,2019-02-02 21:00:00+00:00
133,2019-02-02,21,0,SP26SLAK_5_N001,17,1,42.51696,2019-02-02 21:00:00+00:00,2019-02-02 22:00:00+00:00
136,2019-02-02,22,0,SP26SLAK_5_N001,17,1,40.30307,2019-02-02 22:00:00+00:00,2019-02-02 23:00:00+00:00
139,2019-02-02,23,0,SP26SLAK_5_N001,17,1,37.75799,2019-02-02 23:00:00+00:00,2019-02-03 00:00:00+00:00
142,2019-02-02,24,0,SP26SLAK_5_N001,17,1,34.62737,2019-02-03 00:00:00+00:00,2019-02-03 01:00:00+00:00
145,2019-02-03,1,0,SP26SLAK_5_N001,29,1,31.49434,2019-02-03 01:00:00+00:00,2019-02-03 02:00:00+00:00
148,2019-02-03,2,0,SP26SLAK_5_N001,29,1,31.16393,2019-02-03 02:00:00+00:00,2019-02-03 03:00:00+00:00
151,2019-02-03,3,0,SP26SLAK_5_N001,29,1,29.542720000000003,2019-02-03 03:00:00+00:00,2019-02-03 04:00:00+00:00
154,2019-02-03,4,0,SP26SLAK_5_N001,29,1,28.806279999999997,2019-02-03 04:00:00+00:00,2019-02-03 05:00:00+00:00
157,2019-02-03,5,0,SP26SLAK_5_N001,29,1,31.957890000000003,2019-02-03 05:00:00+00:00,2019-02-03 06:00:00+00:00
160,2019-02-03,6,0,SP26SLAK_5_N001,29,1,35.503640000000004,2019-02-03 06:00:00+00:00,2019-02-03 07:00:00+00:00
163,2019-02-03,7,0,SP26SLAK_5_N001,29,1,37.69951,2019-02-03 07:00:00+00:00,2019-02-03 08:00:00+00:00
166,2019-02-03,8,0,SP26SLAK_5_N001,29,1,35.487320000000004,2019-02-03 08:00:00+00:00,2019-02-03 09:00:00+00:00
169,2019-02-03,9,0,SP26SLAK_5_N001,29,1,29.993240000000004,2019-02-03 09:00:00+00:00,2019-02-03 10:00:00+00:00
172,2019-02-03,10,0,SP26SLAK_5_N001,29,1,28.750970000000002,2019-02-03 10:00:00+00:00,2019-02-03 11:00:00+00:00
175,2019-02-03,11,0,SP26SLAK_5_N001,29,1,25.71002,2019-02-03 11:00:00+00:00,2019-02-03 12:00:00+00:00
178,2019-02-03,12,0,SP26SLAK_5_N001,29,1,21.452579999999998,2019-02-03 12:00:00+00:00,2019-02-03 13:00:00+00:00
181,2019-02-03,13,0,SP26SLAK_5_N001,29,1,19.1712,2019-02-03 13:00:00+00:00,2019-02-03 14:00:00+00:00
184,2019-02-03,14,0,SP26SLAK_5_N001,29,1,20.13963,2019-02-03 14:00:00+00:00,2019-02-03 15:00:00+00:00
187,2019-02-03,15,0,SP26SLAK_5_N001,29,1,23.129070000000002,2019-02-03 15:00:00+00:00,2019-02-03 16:00:00+00:00
190,2019-02-03,16,0,SP26SLAK_5_N001,29,1,28.20317,2019-02-03 16:00:00+00:00,2019-02-03 17:00:00+00:00
193,2019-02-03,17,0,SP26SLAK_5_N001,29,1,37.93795,2019-02-03 17:00:00+00:00,2019-02-03 18:00:00+00:00
196,2019-02-03,18,0,SP26SLAK_5_N001,29,1,44.959340000000005,2019-02-03 18:00:00+00:00,2019-02-03 19:00:00+00:00
199,2019-02-03,19,0,SP26SLAK_5_N001,29,1,46.70702,2019-02-03 19:00:00+00:00,2019-02-03 20:00:00+00:00
202,2019-02-03,20,0,SP26SLAK_5_N001,29,1,45.038920000000005,2019-02-03 20:00:00+00:00,2019-02-03 21:00:00+00:00
205,2019-02-03,21,0,SP26SLAK_5_N001,29,1,43.40538,2019-02-03 21:00:00+00:00,2019-02-03 22:00:00+00:00
208,2019-02-03,22,0,SP26SLAK_5_N001,29,1,40.33464,2019-02-03 22:00:00+00:00,2019-02-03 23:00:00+00:00
211,2019-02-03,23,0,SP26SLAK_5_N001,29,1,36.07847,2019-02-03 23:00:00+00:00,2019-02-04 00:00:00+00:00
214,2019-02-03,24,0,SP26SLAK_5_N001,29,1,34.67855,2019-02-04 00:00:00+00:00,2019-02-04 01:00:00+00:00
217,2019-02-04,1,0,SP26SLAK_5_N001,41,1,33.34337,2019-02-04 01:00:00+00:00,2019-02-04 02:00:00+00:00
220,2019-02-04,2,0,SP26SLAK_5_N001,41,1,32.23133,2019-02-04 02:00:00+00:00,2019-02-04 03:00:00+00:00
223,2019-02-04,3,0,SP26SLAK_5_N001,41,1,31.49783,2019-02-04 03:00:00+00:00,2019-02-04 04:00:00+00:00
226,2019-02-04,4,0,SP26SLAK_5_N001,41,1,30.58502,2019-02-04 04:00:00+00:00,2019-02-04 05:00:00+00:00
229,2019-02-04,5,0,SP26SLAK_5_N001,41,1,34.34938,2019-02-04 05:00:00+00:00,2019-02-04 06:00:00+00:00
232,2019-02-04,6,0,SP26SLAK_5_N001,41,1,40.25414,2019-02-04 06:00:00+00:00,2019-02-04 07:00:00+00:00
235,2019-02-04,7,0,SP26SLAK_5_N001,41,1,52.93096,2019-02-04 07:00:00+00:00,2019-02-04 08:00:00+00:00
238,2019-02-04,8,0,SP26SLAK_5_N001,41,1,48.12965,2019-02-04 08:00:00+00:00,2019-02-04 09:00:00+00:00
241,2019-02-04,9,0,SP26SLAK_5_N001,41,1,47.70055,2019-02-04 09:00:00+00:00,2019-02-04 10:00:00+00:00
244,2019-02-04,10,0,SP26SLAK_5_N001,41,1,41.19892,2019-02-04 10:00:00+00:00,2019-02-04 11:00:00+00:00
247,2019-02-04,11,0,SP26SLAK_5_N001,41,1,37.0302,2019-02-04 11:00:00+00:00,2019-02-04 12:00:00+00:00
250,2019-02-04,12,0,SP26SLAK_5_N001,41,1,30.916220000000003,2019-02-04 12:00:00+00:00,2019-02-04 13:00:00+00:00
253,2019-02-04,13,0,SP26SLAK_5_N001,41,1,29.61947,2019-02-04 13:00:00+00:00,2019-02-04 14:00:00+00:00
256,2019-02-04,14,0,SP26SLAK_5_N001,41,1,31.11573,2019-02-04 14:00:00+00:00,2019-02-04 15:00:00+00:00
259,2019-02-04,15,0,SP26SLAK_5_N001,41,1,31.5688,2019-02-04 15:00:00+00:00,2019-02-04 16:00:00+00:00
262,2019-02-04,16,0,SP26SLAK_5_N001,41,1,35.97698,2019-02-04 16:00:00+00:00,2019-02-04 17:00:00+00:00
265,2019-02-04,17,0,SP26SLAK_5_N001,41,1,45.31491,2019-02-04 17:00:00+00:00,2019-02-04 18:00:00+00:00
268,2019-02-04,18,0,SP26SLAK_5_N001,41,1,58.36091,2019-02-04 18:00:00+00:00,2019-02-04 19:00:00+00:00
271,2019-02-04,19,0,SP26SLAK_5_N001,41,1,67.80994,2019-02-04 19:00:00+00:00,2019-02-04 20:00:00+00:00
274,2019-02-04,20,0,SP26SLAK_5_N001,41,1,60.614909999999995,2019-02-04 20:00:00+00:00,2019-02-04 21:00:00+00:00
277,2019-02-04,21,0,SP26SLAK_5_N001,41,1,57.27326,2019-02-04 21:00:00+00:00,2019-02-04 22:00:00+00:00
280,2019-02-04,22,0,SP26SLAK_5_N001,41,1,54.01579,2019-02-04 22:00:00+00:00,2019-02-04 23:00:00+00:00
283,2019-02-04,23,0,SP26SLAK_5_N001,41,1,41.21907,2019-02-04 23:00:00+00:00,2019-02-05 00:00:00+00:00
286,2019-02-04,24,0,SP26SLAK_5_N001,41,1,38.941559999999996,2019-02-05 00:00:00+00:00,2019-02-05 01:00:00+00:00
289,2019-02-05,1,0,SP26SLAK_5_N001,53,1,53.13757,2019-02-05 01:00:00+00:00,2019-02-05 02:00:00+00:00
292,2019-02-05,2,0,SP26SLAK_5_N001,53,1,49.42455,2019-02-05 02:00:00+00:00,2019-02-05 03:00:00+00:00
295,2019-02-05,3,0,SP26SLAK_5_N001,53,1,45.18509,2019-02-05 03:00:00+00:00,2019-02-05 04:00:00+00:00
298,2019-02-05,4,0,SP26SLAK_5_N001,53,1,45.464059999999996,2019-02-05 04:00:00+00:00,2019-02-05 05:00:00+00:00
301,2019-02-05,5,0,SP26SLAK_5_N001,53,1,50.26725,2019-02-05 05:00:00+00:00,2019-02-05 06:00:00+00:00
304,2019-02-05,6,0,SP26SLAK_5_N001,53,1,58.22906999999999,2019-02-05 06:00:00+00:00,2019-02-05 07:00:00+00:00
307,2019-02-05,7,0,SP26SLAK_5_N001,53,1,80.47919,2019-02-05 07:00:00+00:00,2019-02-05 08:00:00+00:00
310,2019-02-05,8,0,SP26SLAK_5_N001,53,1,80.07313,2019-02-05 08:00:00+00:00,2019-02-05 09:00:00+00:00
313,2019-02-05,9,0,SP26SLAK_5_N001,53,1,58.10763000000001,2019-02-05 09:00:00+00:00,2019-02-05 10:00:00+00:00
316,2019-02-05,10,0,SP26SLAK_5_N001,53,1,49.63953,2019-02-05 10:00:00+00:00,2019-02-05 11:00:00+00:00
319,2019-02-05,11,0,SP26SLAK_5_N001,53,1,43.494859999999996,2019-02-05 11:00:00+00:00,2019-02-05 12:00:00+00:00
322,2019-02-05,12,0,SP26SLAK_5_N001,53,1,41.6165,2019-02-05 12:00:00+00:00,2019-02-05 13:00:00+00:00
325,2019-02-05,13,0,SP26SLAK_5_N001,53,1,38.816109999999995,2019-02-05 13:00:00+00:00,2019-02-05 14:00:00+00:00
328,2019-02-05,14,0,SP26SLAK_5_N001,53,1,39.52364,2019-02-05 14:00:00+00:00,2019-02-05 15:00:00+00:00
331,2019-02-05,15,0,SP26SLAK_5_N001,53,1,38.51415,2019-02-05 15:00:00+00:00,2019-02-05 16:00:00+00:00
334,2019-02-05,16,0,SP26SLAK_5_N001,53,1,41.20499,2019-02-05 16:00:00+00:00,2019-02-05 17:00:00+00:00
337,2019-02-05,17,0,SP26SLAK_5_N001,53,1,59.17045,2019-02-05 17:00:00+00:00,2019-02-05 18:00:00+00:00
340,2019-02-05,18,0,SP26SLAK_5_N001,53,1,77.76241,2019-02-05 18:00:00+00:00,2019-02-05 19:00:00+00:00
343,2019-02-05,19,0,SP26SLAK_5_N001,53,1,90.95328,2019-02-05 19:00:00+00:00,2019-02-05 20:00:00+00:00
346,2019-02-05,20,0,SP26SLAK_5_N001,53,1,81.94715,2019-02-05 20:00:00+00:00,2019-02-05 21:00:00+00:00
349,2019-02-05,21,0,SP26SLAK_5_N001,53,1,78.84314,2019-02-05 21:00:00+00:00,2019-02-05 22:00:00+00:00
352,2019-02-05,22,0,SP26SLAK_5_N001,53,1,74.75927,2019-02-05 22:00:00+00:00,2019-02-05 23:00:00+00:00
355,2019-02-05,23,0,SP26SLAK_5_N001,53,1,59.45671,2019-02-05 23:00:00+00:00,2019-02-06 00:00:00+00:00
358,2019-02-05,24,0,SP26SLAK_5_N001,53,1,55.77469,2019-02-06 00:00:00+00:00,2019-02-06 01:00:00+00:00
361,2019-02-06,1,0,SP26SLAK_5_N001,65,1,70.16928,2019-02-06 01:00:00+00:00,2019-02-06 02:00:00+00:00
364,2019-02-06,2,0,SP26SLAK_5_N001,65,1,67.87844,2019-02-06 02:00:00+00:00,2019-02-06 03:00:00+00:00
367,2019-02-06,3,0,SP26SLAK_5_N001,65,1,67.457,2019-02-06 03:00:00+00:00,2019-02-06 04:00:00+00:00
370,2019-02-06,4,0,SP26SLAK_5_N001,65,1,67.87066999999999,2019-02-06 04:00:00+00:00,2019-02-06 05:00:00+00:00
373,2019-02-06,5,0,SP26SLAK_5_N001,65,1,69.73281,2019-02-06 05:00:00+00:00,2019-02-06 06:00:00+00:00
376,2019-02-06,6,0,SP26SLAK_5_N001,65,1,88.65035999999999,2019-02-06 06:00:00+00:00,2019-02-06 07:00:00+00:00
379,2019-02-06,7,0,SP26SLAK_5_N001,65,1,116.72896999999999,2019-02-06 07:00:00+00:00,2019-02-06 08:00:00+00:00
382,2019-02-06,8,0,SP26SLAK_5_N001,65,1,101.21153000000001,2019-02-06 08:00:00+00:00,2019-02-06 09:00:00+00:00
385,2019-02-06,9,0,SP26SLAK_5_N001,65,1,63.66477,2019-02-06 09:00:00+00:00,2019-02-06 10:00:00+00:00
388,2019-02-06,10,0,SP26SLAK_5_N001,65,1,42.66487,2019-02-06 10:00:00+00:00,2019-02-06 11:00:00+00:00
391,2019-02-06,11,0,SP26SLAK_5_N001,65,1,30.41559,2019-02-06 11:00:00+00:00,2019-02-06 12:00:00+00:00
394,2019-02-06,12,0,SP26SLAK_5_N001,65,1,29.62203,2019-02-06 12:00:00+00:00,2019-02-06 13:00:00+00:00
397,2019-02-06,13,0,SP26SLAK_5_N001,65,1,21.84365,2019-02-06 13:00:00+00:00,2019-02-06 14:00:00+00:00
400,2019-02-06,14,0,SP26SLAK_5_N001,65,1,21.56194,2019-02-06 14:00:00+00:00,2019-02-06 15:00:00+00:00
403,2019-02-06,15,0,SP26SLAK_5_N001,65,1,29.504959999999997,2019-02-06 15:00:00+00:00,2019-02-06 16:00:00+00:00
406,2019-02-06,16,0,SP26SLAK_5_N001,65,1,39.93527,2019-02-06 16:00:00+00:00,2019-02-06 17:00:00+00:00
409,2019-02-06,17,0,SP26SLAK_5_N001,65,1,69.84286,2019-02-06 17:00:00+00:00,2019-02-06 18:00:00+00:00
412,2019-02-06,18,0,SP26SLAK_5_N001,65,1,101.87411,2019-02-06 18:00:00+00:00,2019-02-06 19:00:00+00:00
415,2019-02-06,19,0,SP26SLAK_5_N001,65,1,126.87411000000002,2019-02-06 19:00:00+00:00,2019-02-06 20:00:00+00:00
418,2019-02-06,20,0,SP26SLAK_5_N001,65,1,117.26381,2019-02-06 20:00:00+00:00,2019-02-06 21:00:00+00:00
421,2019-02-06,21,0,SP26SLAK_5_N001,65,1,103.77864,2019-02-06 21:00:00+00:00,2019-02-06 22:00:00+00:00
424,2019-02-06,22,0,SP26SLAK_5_N001,65,1,95.28863,2019-02-06 22:00:00+00:00,2019-02-06 23:00:00+00:00
427,2019-02-06,23,0,SP26SLAK_5_N001,65,1,91.65361,2019-02-06 23:00:00+00:00,2019-02-07 00:00:00+00:00
430,2019-02-06,24,0,SP26SLAK_5_N001,65,1,76.88095,2019-02-07 00:00:00+00:00,2019-02-07 01:00:00+00:00
433,2019-02-07,1,0,SP26SLAK_5_N001,77,1,104.81399,2019-02-07 01:00:00+00:00,2019-02-07 02:00:00+00:00
436,2019-02-07,2,0,SP26SLAK_5_N001,77,1,103.54460999999999,2019-02-07 02:00:00+00:00,2019-02-07 03:00:00+00:00
439,2019-02-07,3,0,SP26SLAK_5_N001,77,1,106.64408999999999,2019-02-07 03:00:00+00:00,2019-02-07 04:00:00+00:00
442,2019-02-07,4,0,SP26SLAK_5_N001,77,1,105.65059,2019-02-07 04:00:00+00:00,2019-02-07 05:00:00+00:00
445,2019-02-07,5,0,SP26SLAK_5_N001,77,1,111.31013,2019-02-07 05:00:00+00:00,2019-02-07 06:00:00+00:00
448,2019-02-07,6,0,SP26SLAK_5_N001,77,1,136.91325,2019-02-07 06:00:00+00:00,2019-02-07 07:00:00+00:00
451,2019-02-07,7,0,SP26SLAK_5_N001,77,1,185.48859,2019-02-07 07:00:00+00:00,2019-02-07 08:00:00+00:00
454,2019-02-07,8,0,SP26SLAK_5_N001,77,1,151.31258,2019-02-07 08:00:00+00:00,2019-02-07 09:00:00+00:00
457,2019-02-07,9,0,SP26SLAK_5_N001,77,1,87.89803,2019-02-07 09:00:00+00:00,2019-02-07 10:00:00+00:00
460,2019-02-07,10,0,SP26SLAK_5_N001,77,1,67.7275,2019-02-07 10:00:00+00:00,2019-02-07 11:00:00+00:00
463,2019-02-07,11,0,SP26SLAK_5_N001,77,1,60.575230000000005,2019-02-07 11:00:00+00:00,2019-02-07 12:00:00+00:00
466,2019-02-07,12,0,SP26SLAK_5_N001,77,1,57.645630000000004,2019-02-07 12:00:00+00:00,2019-02-07 13:00:00+00:00
469,2019-02-07,13,0,SP26SLAK_5_N001,77,1,42.48488,2019-02-07 13:00:00+00:00,2019-02-07 14:00:00+00:00
472,2019-02-07,14,0,SP26SLAK_5_N001,77,1,42.027440000000006,2019-02-07 14:00:00+00:00,2019-02-07 15:00:00+00:00
475,2019-02-07,15,0,SP26SLAK_5_N001,77,1,50.206540000000004,2019-02-07 15:00:00+00:00,2019-02-07 16:00:00+00:00
478,2019-02-07,16,0,SP26SLAK_5_N001,77,1,69.42554,2019-02-07 16:00:00+00:00,2019-02-07 17:00:00+00:00
481,2019-02-07,17,0,SP26SLAK_5_N001,77,1,108.96437,2019-02-07 17:00:00+00:00,2019-02-07 18:00:00+00:00
484,2019-02-07,18,0,SP26SLAK_5_N001,77,1,172.48692,2019-02-07 18:00:00+00:00,2019-02-07 19:00:00+00:00
487,2019-02-07,19,0,SP26SLAK_5_N001,77,1,210.32268,2019-02-07 19:00:00+00:00,2019-02-07 20:00:00+00:00
490,2019-02-07,20,0,SP26SLAK_5_N001,77,1,182.89574,2019-02-07 20:00:00+00:00,2019-02-07 21:00:00+00:00
493,2019-02-07,21,0,SP26SLAK_5_N001,77,1,165.7279,2019-02-07 21:00:00+00:00,2019-02-07 22:00:00+00:00
496,2019-02-07,22,0,SP26SLAK_5_N001,77,1,147.58905,2019-02-07 22:00:00+00:00,2019-02-07 23:00:00+00:00
499,2019-02-07,23,0,SP26SLAK_5_N001,77,1,131.7436,2019-02-07 23:00:00+00:00,2019-02-08 00:00:00+00:00
502,2019-02-07,24,0,SP26SLAK_5_N001,77,1,115.78446000000001,2019-02-08 00:00:00+00:00,2019-02-08 01:00:00+00:00
505,2019-02-08,1,0,SP26SLAK_5_N001,89,1,150.85023,2019-02-08 01:00:00+00:00,2019-02-08 02:00:00+00:00
508,2019-02-08,2,0,SP26SLAK_5_N001,89,1,148.17899,2019-02-08 02:00:00+00:00,2019-02-08 03:00:00+00:00
511,2019-02-08,3,0,SP26SLAK_5_N001,89,1,140.24583,2019-02-08 03:00:00+00:00,2019-02-08 04:00:00+00:00
514,2019-02-08,4,0,SP26SLAK_5_N001,89,1,138.99557,2019-02-08 04:00:00+00:00,2019-02-08 05:00:00+00:00
517,2019-02-08,5,0,SP26SLAK_5_N001,89,1,148.1735,2019-02-08 05:00:00+00:00,2019-02-08 06:00:00+00:00
520,2019-02-08,6,0,SP26SLAK_5_N001,89,1,177.80164,2019-02-08 06:00:00+00:00,2019-02-08 07:00:00+00:00
523,2019-02-08,7,0,SP26SLAK_5_N001,89,1,221.69613999999999,2019-02-08 07:00:00+00:00,2019-02-08 08:00:00+00:00
526,2019-02-08,8,0,SP26SLAK_5_N001,89,1,192.85468999999998,2019-02-08 08:00:00+00:00,2019-02-08 09:00:00+00:00
529,2019-02-08,9,0,SP26SLAK_5_N001,89,1,140.41193,2019-02-08 09:00:00+00:00,2019-02-08 10:00:00+00:00
532,2019-02-08,10,0,SP26SLAK_5_N001,89,1,96.80957,2019-02-08 10:00:00+00:00,2019-02-08 11:00:00+00:00
535,2019-02-08,11,0,SP26SLAK_5_N001,89,1,71.85987,2019-02-08 11:00:00+00:00,2019-02-08 12:00:00+00:00
538,2019-02-08,12,0,SP26SLAK_5_N001,89,1,70.77509,2019-02-08 12:00:00+00:00,2019-02-08 13:00:00+00:00
541,2019-02-08,13,0,SP26SLAK_5_N001,89,1,51.75762,2019-02-08 13:00:00+00:00,2019-02-08 14:00:00+00:00
544,2019-02-08,14,0,SP26SLAK_5_N001,89,1,47.87044,2019-02-08 14:00:00+00:00,2019-02-08 15:00:00+00:00
547,2019-02-08,15,0,SP26SLAK_5_N001,89,1,57.4899,2019-02-08 15:00:00+00:00,2019-02-08 16:00:00+00:00
550,2019-02-08,16,0,SP26SLAK_5_N001,89,1,104.39407,2019-02-08 16:00:00+00:00,2019-02-08 17:00:00+00:00
553,2019-02-08,17,0,SP26SLAK_5_N001,89,1,142.03555,2019-02-08 17:00:00+00:00,2019-02-08 18:00:00+00:00
556,2019-02-08,18,0,SP26SLAK_5_N001,89,1,177.86766,2019-02-08 18:00:00+00:00,2019-02-08 19:00:00+00:00
559,2019-02-08,19,0,SP26SLAK_5_N001,89,1,197.64307,2019-02-08 19:00:00+00:00,2019-02-08 20:00:00+00:00
562,2019-02-08,20,0,SP26SLAK_5_N001,89,1,178.70498999999998,2019-02-08 20:00:00+00:00,2019-02-08 21:00:00+00:00
565,2019-02-08,21,0,SP26SLAK_5_N001,89,1,177.91545,2019-02-08 21:00:00+00:00,2019-02-08 22:00:00+00:00
568,2019-02-08,22,0,SP26SLAK_5_N001,89,1,170.44106000000002,2019-02-08 22:00:00+00:00,2019-02-08 23:00:00+00:00
571,2019-02-08,23,0,SP26SLAK_5_N001,89,1,148.29129,2019-02-08 23:00:00+00:00,2019-02-09 00:00:00+00:00
574,2019-02-08,24,0,SP26SLAK_5_N001,89,1,146.91776000000002,2019-02-09 00:00:00+00:00,2019-02-09 01:00:00+00:00
577,2019-02-09,1,0,SP26SLAK_5_N001,101,1,128.20753,2019-02-09 01:00:00+00:00,2019-02-09 02:00:00+00:00
580,2019-02-09,2,0,SP26SLAK_5_N001,101,1,123.21536,2019-02-09 02:00:00+00:00,2019-02-09 03:00:00+00:00
583,2019-02-09,3,0,SP26SLAK_5_N001,101,1,113.61953000000001,2019-02-09 03:00:00+00:00,2019-02-09 04:00:00+00:00
586,2019-02-09,4,0,SP26SLAK_5_N001,101,1,107.98427,2019-02-09 04:00:00+00:00,2019-02-09 05:00:00+00:00
589,2019-02-09,5,0,SP26SLAK_5_N001,101,1,111.01013999999999,2019-02-09 05:00:00+00:00,2019-02-09 06:00:00+00:00
592,2019-02-09,6,0,SP26SLAK_5_N001,101,1,124.17313,2019-02-09 06:00:00+00:00,2019-02-09 07:00:00+00:00
595,2019-02-09,7,0,SP26SLAK_5_N001,101,1,147.76703999999998,2019-02-09 07:00:00+00:00,2019-02-09 08:00:00+00:00
