,index,date,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW
hour_start,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
259,259,2017-11-15,317414.0,341134.0,338069.0,329114.0,317108.0,298493.0,274731.0,252666.0,239373.0,231769.0,226175.0,224042.0,230461.0,248985.0,275648.0,292198.0,297787.0,300284.0,301797.0,302992.0,302225.0,306231.0,306890.0,314284.0
260,260,2017-11-16,324252.0,348114.0,345653.0,333596.0,321429.0,301857.0,277850.0,214258.0,222464.0,233570.0,228136.0,227193.0,233208.0,250848.0,276135.0,292153.0,297086.0,305418.0,307927.0,310048.0,314331.0,319314.0,186772.0,317777.0
261,261,2017-11-17,324678.0,349243.0,339028.0,330278.0,320749.0,302999.0,278633.0,257047.0,243007.0,234089.0,228094.0,226501.0,231812.0,249815.0,275756.0,290903.0,294628.0,294444.0,290911.0,287922.0,287558.0,264912.0,293017.0,298790.0
262,262,2017-11-18,311773.0,336187.0,329255.0,319696.0,310016.0,296881.0,278474.0,258358.0,242376.0,233177.0,226173.0,223084.0,224678.0,232505.0,243105.0,250189.0,256194.0,252641.0,249987.0,247773.0,247307.0,249935.0,255528.0,265479.0
263,263,2017-11-19,283291.0,312321.0,310703.0,302693.0,293526.0,281082.0,263809.0,247550.0,234669.0,223759.0,218837.0,216238.0,217011.0,223527.0,230009.0,233664.0,238900.0,235383.0,231796.0,231495.0,235852.0,235050.0,244223.0,255916.0
264,264,2017-11-20,274717.0,310185.0,309140.0,303100.0,292644.0,277518.0,258807.0,241546.0,228592.0,219403.0,215958.0,216460.0,225070.0,244552.0,269670.0,282625.0,287553.0,288612.0,289936.0,291116.0,292699.0,296455.0,148680.0,303360.0
265,265,2017-11-21,315900.0,342930.0,337546.0,328907.0,315287.0,296666.0,273483.0,252996.0,239878.0,231012.0,224116.0,223147.0,229363.0,247705.0,272030.0,280782.0,286840.0,289652.0,292945.0,292293.0,295766.0,304385.0,310496.0,318105.0
266,266,2017-11-22,328212.0,348104.0,341952.0,331951.0,319218.0,301753.0,278472.0,258122.0,244486.0,234475.0,227535.0,225749.0,231732.0,248822.0,272148.0,280290.0,285195.0,292025.0,298556.0,307019.0,315003.0,327127.0,337132.0,344634.0
267,267,2017-11-23,353660.0,369312.0,355239.0,339935.0,298813.0,305053.0,281888.0,261250.0,243954.0,230444.0,222139.0,217210.0,217131.0,221740.0,226710.0,231130.0,239717.0,249037.0,261350.0,274258.0,287043.0,299206.0,309329.0,309436.0
268,268,2017-11-24,308381.0,310291.0,295048.0,284350.0,276300.0,266891.0,253344.0,238685.0,224265.0,216503.0,211312.0,208503.0,210559.0,219382.0,228850.0,234207.0,238815.0,246966.0,250060.0,253768.0,264776.0,274823.0,284200.0,295573.0
269,269,2017-11-25,304461.0,323548.0,314047.0,303842.0,294211.0,282426.0,263994.0,244538.0,230506.0,220190.0,213193.0,209879.0,211063.0,217505.0,225472.0,227872.0,234271.0,239302.0,245331.0,248467.0,254312.0,262926.0,272847.0,282567.0
270,270,2017-11-26,293962.0,315939.0,309862.0,301780.0,291643.0,279237.0,262370.0,243853.0,229256.0,219449.0,212859.0,209537.0,209574.0,213622.0,219658.0,224224.0,228243.0,235867.0,241315.0,246507.0,252342.0,259623.0,266004.0,274721.0
271,271,2017-11-27,288324.0,317804.0,313137.0,305666.0,294796.0,279063.0,258072.0,239162.0,225591.0,218108.0,213336.0,211870.0,219269.0,237437.0,264952.0,284950.0,289530.0,288166.0,286862.0,279146.0,276863.0,280121.0,283229.0,288034.0
272,272,2017-11-28,306899.0,337485.0,337543.0,330427.0,319520.0,304573.0,280008.0,257254.0,241481.0,232544.0,227145.0,226372.0,233478.0,252780.0,280193.0,295979.0,292401.0,284106.0,281557.0,279288.0,280130.0,283410.0,293024.0,301626.0
273,273,2017-11-29,316673.0,351079.0,349707.0,337402.0,325311.0,308834.0,284358.0,260002.0,244370.0,235901.0,230079.0,229426.0,236104.0,254981.0,285081.0,300230.0,298042.0,292941.0,288932.0,285144.0,284048.0,287170.0,292314.0,299406.0
274,274,2017-11-30,314073.0,345340.0,342704.0,335975.0,326503.0,309986.0,285639.0,261872.0,,,,,,,,,,,,,,,,
275,275,2017-12-01,,,,,,,,,247537.0,237992.0,231997.0,230787.0,237532.0,256591.0,286589.0,298859.0,296511.0,291150.0,284412.0,281982.0,280594.0,284374.0,288991.0,298138.0
276,276,2017-12-02,315201.0,343413.0,342117.0,330716.0,318677.0,304430.0,284702.0,262927.0,246533.0,235505.0,228644.0,225935.0,228202.0,236195.0,248258.0,253708.0,263117.0,261531.0,257812.0,254999.0,255881.0,257981.0,263996.0,272487.0
277,277,2017-12-03,291198.0,323697.0,315338.0,308542.0,302358.0,289458.0,271870.0,252470.0,235924.0,224882.0,218447.0,197320.0,215988.0,220333.0,225360.0,230691.0,238393.0,236402.0,232222.0,228432.0,229018.0,231650.0,236414.0,250323.0
278,278,2017-12-04,275288.0,317536.0,319678.0,314919.0,306687.0,290347.0,267502.0,245480.0,232823.0,226283.0,223524.0,224148.0,232935.0,253780.0,285954.0,302539.0,300326.0,293222.0,284809.0,279060.0,277381.0,280728.0,283595.0,293924.0
279,279,2017-12-05,318517.0,354775.0,354665.0,348655.0,338440.0,318922.0,289504.0,259986.0,244799.0,236313.0,231814.0,233026.0,240284.0,260688.0,295504.0,310506.0,303847.0,293482.0,286268.0,279608.0,275998.0,278659.0,283670.0,293568.0
280,280,2017-12-06,315596.0,349841.0,351076.0,346487.0,337967.0,319890.0,292817.0,267310.0,252857.0,243931.0,239669.0,239515.0,247014.0,267581.0,276217.0,313673.0,309663.0,294620.0,288055.0,283192.0,280998.0,140922.0,265511.0,299476.0
281,281,2017-12-07,320197.0,353602.0,356068.0,346741.0,338330.0,320067.0,292675.0,267134.0,251901.0,242755.0,237293.0,236991.0,244256.0,265064.0,297712.0,311737.0,306139.0,297561.0,289353.0,285660.0,281154.0,283128.0,290636.0,224285.0
282,282,2017-12-08,319037.0,352138.0,348368.0,341491.0,332205.0,314807.0,288618.0,264276.0,249210.0,240005.0,234968.0,234249.0,241218.0,261021.0,291755.0,308031.0,306364.0,294351.0,289217.0,285180.0,283847.0,287886.0,292871.0,274209.0
283,283,2017-12-09,265679.0,346901.0,340558.0,332910.0,323660.0,310831.0,290224.0,266658.0,250229.0,240636.0,233903.0,231602.0,233973.0,242253.0,255542.0,262690.0,266675.0,264810.0,258971.0,255611.0,254017.0,254635.0,263071.0,272012.0
284,284,2017-12-10,290333.0,323311.0,321639.0,315127.0,307729.0,296305.0,279239.0,259105.0,242926.0,232132.0,225050.0,223160.0,224028.0,229307.0,238964.0,244669.0,249925.0,247734.0,243139.0,240868.0,241511.0,244824.0,252999.0,265227.0
285,285,2017-12-11,287101.0,325618.0,324923.0,320350.0,313229.0,297898.0,274570.0,251190.0,236857.0,228335.0,224159.0,224631.0,233513.0,255551.0,288206.0,279029.0,303395.0,297491.0,294757.0,292541.0,292420.0,295978.0,201669.0,309417.0
286,286,2017-12-12,325171.0,356042.0,326160.0,349392.0,337754.0,318513.0,292399.0,267124.0,250922.0,240971.0,236831.0,237298.0,244759.0,265593.0,299903.0,314739.0,306642.0,296716.0,291759.0,287614.0,287771.0,292082.0,297944.0,307541.0
287,287,2017-12-13,327153.0,357661.0,325388.0,348448.0,338897.0,320740.0,294503.0,268655.0,253789.0,244537.0,239442.0,239011.0,247762.0,268337.0,301609.0,315778.0,308588.0,300903.0,295515.0,292546.0,290086.0,294183.0,300999.0,309048.0
288,288,2017-12-14,326702.0,357097.0,327266.0,350089.0,339906.0,322422.0,295590.0,270188.0,254215.0,244776.0,238932.0,237866.0,246058.0,267618.0,299021.0,311379.0,308883.0,302394.0,290760.0,285832.0,284110.0,287339.0,293507.0,301741.0
289,289,2017-12-15,323551.0,352645.0,322404.0,347511.0,338120.0,320508.0,293681.0,269431.0,253208.0,242696.0,237386.0,236408.0,243679.0,264662.0,295457.0,309086.0,305004.0,300321.0,268410.0,291986.0,290980.0,292464.0,298102.0,303786.0
290,290,2017-12-16,319990.0,348927.0,314972.0,333239.0,323887.0,310699.0,289942.0,267478.0,248696.0,236823.0,229394.0,226839.0,229404.0,237792.0,250234.0,258753.0,265289.0,266618.0,258778.0,257128.0,251319.0,246956.0,248505.0,260438.0
291,291,2017-12-17,285405.0,321107.0,321267.0,314808.0,307616.0,296968.0,279786.0,259542.0,243382.0,232225.0,225622.0,222617.0,223551.0,228784.0,239536.0,244250.0,249127.0,246805.0,244084.0,236962.0,237242.0,237606.0,243810.0,255798.0
292,292,2017-12-18,280150.0,318872.0,323127.0,318914.0,312066.0,299230.0,276717.0,254992.0,240352.0,232284.0,228679.0,229262.0,238159.0,260286.0,292126.0,307455.0,304463.0,297542.0,291123.0,285596.0,281209.0,282807.0,287781.0,296321.0
293,293,2017-12-19,314794.0,351443.0,354718.0,349024.0,339157.0,320834.0,296022.0,271424.0,254655.0,244147.0,239560.0,239447.0,247249.0,266832.0,295358.0,313099.0,313978.0,301449.0,293784.0,289050.0,284724.0,287793.0,292538.0,301222.0
294,294,2017-12-20,319520.0,355849.0,360419.0,348234.0,340083.0,323999.0,298176.0,271737.0,252755.0,242614.0,236945.0,236249.0,243203.0,261079.0,289568.0,306173.0,308461.0,300425.0,294429.0,286147.0,282920.0,283991.0,285309.0,295248.0
295,295,2017-12-21,321860.0,357834.0,357070.0,354332.0,346667.0,330662.0,304590.0,278208.0,260788.0,250905.0,246463.0,246750.0,254023.0,273132.0,301907.0,317058.0,313186.0,300726.0,288254.0,280258.0,276313.0,276269.0,280318.0,144750.0
296,296,2017-12-22,289836.0,353931.0,359953.0,356038.0,348733.0,335748.0,312498.0,286211.0,268358.0,258510.0,253032.0,252360.0,259987.0,278245.0,304840.0,317612.0,316180.0,305448.0,266447.0,260945.0,279468.0,276387.0,278565.0,285626.0
297,297,2017-12-23,308759.0,345890.0,349975.0,344473.0,335021.0,323573.0,302954.0,278175.0,259965.0,245010.0,237914.0,235419.0,237782.0,246395.0,260104.0,266424.0,272823.0,274884.0,266208.0,258077.0,252173.0,249725.0,254859.0,265293.0
298,298,2017-12-24,284131.0,319409.0,321699.0,319441.0,314004.0,303761.0,286532.0,265732.0,248708.0,236354.0,228884.0,225326.0,225465.0,230211.0,239880.0,245546.0,252293.0,252816.0,249669.0,245968.0,247279.0,252683.0,257441.0,261714.0
299,299,2017-12-25,278453.0,310491.0,308254.0,298937.0,289971.0,277915.0,264292.0,250811.0,238064.0,228738.0,223189.0,220964.0,222420.0,230036.0,240517.0,243571.0,245690.0,243922.0,238064.0,231187.0,228358.0,228733.0,235067.0,243888.0
300,300,2017-12-26,260498.0,298247.0,294063.0,290479.0,286408.0,278154.0,262203.0,242075.0,229074.0,220763.0,217471.0,217966.0,225415.0,241958.0,263729.0,271880.0,278051.0,274364.0,269373.0,263286.0,261937.0,261757.0,263168.0,274130.0
301,301,2017-12-27,295839.0,334253.0,332992.0,326732.0,318886.0,303207.0,280733.0,258903.0,243974.0,233865.0,229858.0,230271.0,237294.0,254754.0,278638.0,288480.0,289463.0,283884.0,277995.0,272239.0,269267.0,270336.0,275974.0,285495.0
302,302,2017-12-28,305130.0,339252.0,337834.0,330979.0,322530.0,306157.0,283294.0,261648.0,246093.0,235967.0,231081.0,230923.0,237982.0,254860.0,278193.0,288074.0,290297.0,283120.0,277767.0,272920.0,268895.0,271967.0,278859.0,289307.0
303,303,2017-12-29,303915.0,335829.0,336697.0,330115.0,320849.0,304749.0,282329.0,260837.0,245499.0,235046.0,229682.0,228590.0,234245.0,249248.0,270481.0,282286.0,284949.0,280064.0,273474.0,269670.0,269451.0,270339.0,275057.0,283508.0
304,304,2017-12-30,299364.0,329549.0,330398.0,322824.0,313383.0,301076.0,282597.0,260541.0,245963.0,236343.0,230487.0,228112.0,229500.0,237614.0,247171.0,252563.0,255821.0,249333.0,245013.0,240993.0,238520.0,238327.0,242861.0,255120.0
305,305,2017-12-31,276122.0,307501.0,309552.0,305796.0,299354.0,288700.0,271514.0,252384.0,,,,,,,,,,,,,,,,
306,306,2018-01-01,,,,,,,,,236912.0,228730.0,221019.0,216532.0,216168.0,221333.0,229304.0,230391.0,229482.0,226488.0,222959.0,219024.0,219790.0,223208.0,230400.0,242214.0
307,307,2018-01-02,260688.0,298505.0,302643.0,298008.0,291341.0,277645.0,259678.0,239890.0,225043.0,216506.0,211784.0,211901.0,219896.0,238935.0,266968.0,276445.0,281639.0,283839.0,280618.0,279160.0,280208.0,284362.0,287403.0,294899.0
308,308,2018-01-03,305917.0,337331.0,336145.0,327904.0,316158.0,298105.0,276610.0,254942.0,240122.0,231056.0,225250.0,224231.0,230700.0,249270.0,278907.0,292510.0,290358.0,296008.0,300254.0,300660.0,301859.0,307163.0,307398.0,307458.0
309,309,2018-01-04,314672.0,342291.0,338949.0,331229.0,320603.0,302345.0,278535.0,256914.0,242754.0,233034.0,227680.0,225216.0,231049.0,249288.0,277719.0,287912.0,288661.0,287912.0,285311.0,283239.0,280796.0,282473.0,214141.0,294250.0
310,310,2018-01-05,307284.0,337499.0,338790.0,326952.0,316663.0,299353.0,275889.0,253327.0,238257.0,228613.0,223332.0,222152.0,227953.0,244724.0,271571.0,281964.0,285181.0,282944.0,282631.0,282007.0,281894.0,287484.0,291936.0,294881.0
311,311,2018-01-06,304040.0,331792.0,325857.0,317708.0,307617.0,294173.0,274935.0,254235.0,237498.0,227689.0,220997.0,217471.0,217891.0,224007.0,236375.0,243527.0,250931.0,252546.0,252468.0,251486.0,249257.0,248378.0,251263.0,258249.0
312,312,2018-01-07,271049.0,304613.0,306376.0,298296.0,291244.0,279654.0,263479.0,245527.0,230518.0,220226.0,213805.0,210767.0,212056.0,216896.0,225986.0,231559.0,236598.0,237942.0,240322.0,240538.0,243788.0,243958.0,248940.0,258502.0
313,313,2018-01-08,274543.0,309868.0,310902.0,304842.0,295471.0,280046.0,259485.0,238614.0,224980.0,216496.0,212164.0,212725.0,220408.0,240571.0,272705.0,292037.0,300474.0,308028.0,312237.0,315500.0,315400.0,317467.0,316133.0,313348.0
314,314,2018-01-09,322274.0,346543.0,338429.0,331374.0,319682.0,300381.0,275904.0,252827.0,238249.0,227565.0,222016.0,221056.0,227237.0,244605.0,275419.0,290918.0,296049.0,300841.0,301374.0,297623.0,293923.0,295862.0,297376.0,304251.0
315,315,2018-01-10,312291.0,340637.0,337889.0,330666.0,320058.0,301448.0,276377.0,254169.0,239002.0,228762.0,224005.0,223359.0,230521.0,250442.0,282488.0,299310.0,299339.0,298471.0,297450.0,290576.0,285030.0,284437.0,284064.0,290121.0
316,316,2018-01-11,303532.0,333625.0,337161.0,331237.0,321075.0,304280.0,279732.0,256550.0,241542.0,232427.0,226992.0,226778.0,233316.0,252733.0,285478.0,302329.0,298912.0,293855.0,288102.0,280617.0,276980.0,231600.0,280793.0,288075.0
317,317,2018-01-12,301814.0,330440.0,334543.0,327022.0,317433.0,300230.0,277203.0,255451.0,240531.0,232063.0,226329.0,225343.0,232350.0,250304.0,280566.0,298453.0,297513.0,294261.0,285517.0,280135.0,274205.0,276643.0,279786.0,285794.0
318,318,2018-01-13,299161.0,325530.0,328867.0,317669.0,307857.0,294823.0,275698.0,255145.0,240108.0,231283.0,224812.0,221727.0,223726.0,231294.0,243683.0,251851.0,258793.0,257366.0,255691.0,251711.0,249901.0,250712.0,252823.0,259151.0
319,319,2018-01-14,274882.0,303731.0,307858.0,300223.0,291751.0,279828.0,263087.0,244525.0,230155.0,220448.0,214663.0,211614.0,212791.0,216977.0,225576.0,231639.0,237979.0,240364.0,239547.0,236938.0,236005.0,237880.0,241828.0,253047.0
320,320,2018-01-15,266830.0,300409.0,306007.0,299130.0,289133.0,274419.0,256389.0,239862.0,227410.0,218492.0,214818.0,214551.0,220766.0,236946.0,260690.0,273635.0,281220.0,281658.0,280366.0,276604.0,275313.0,278831.0,285037.0,290400.0
321,321,2018-01-16,300312.0,331785.0,334468.0,326988.0,314240.0,295164.0,270767.0,248924.0,235104.0,225305.0,220344.0,219631.0,226502.0,245960.0,277602.0,294236.0,293180.0,292511.0,291529.0,284733.0,280344.0,284801.0,289601.0,293158.0
322,322,2018-01-17,303424.0,328936.0,336276.0,326063.0,315679.0,297841.0,273203.0,250985.0,236756.0,227622.0,222443.0,221696.0,227800.0,247498.0,279445.0,296945.0,295024.0,290978.0,289261.0,288089.0,285780.0,284180.0,287693.0,293763.0
323,323,2018-01-18,305346.0,330813.0,335423.0,327360.0,316318.0,297940.0,272719.0,250814.0,236190.0,226969.0,221723.0,220616.0,227065.0,247079.0,278495.0,294420.0,293946.0,290644.0,289675.0,285282.0,282884.0,284668.0,290335.0,294631.0
324,324,2018-01-19,304613.0,329469.0,333619.0,325533.0,315493.0,298300.0,273678.0,251770.0,237349.0,228530.0,223277.0,221855.0,227960.0,245998.0,276581.0,293589.0,295985.0,292538.0,285377.0,279310.0,275120.0,277873.0,281798.0,282724.0
325,325,2018-01-20,295023.0,321086.0,326251.0,319246.0,311107.0,298861.0,278816.0,257320.0,242965.0,233949.0,227418.0,225246.0,227433.0,235501.0,249502.0,256862.0,262498.0,255699.0,247829.0,239691.0,234127.0,230033.0,231959.0,242187.0
326,326,2018-01-21,261876.0,298218.0,311325.0,305520.0,299224.0,288528.0,273840.0,256485.0,242910.0,234396.0,228727.0,226191.0,227892.0,234197.0,244552.0,249888.0,252759.0,246031.0,237707.0,231866.0,228837.0,229842.0,236377.0,247743.0
327,327,2018-01-22,268991.0,304925.0,316395.0,311886.0,304317.0,290244.0,268984.0,248015.0,234954.0,227115.0,223931.0,225104.0,233603.0,255693.0,289826.0,308660.0,306695.0,297058.0,289005.0,281385.0,275875.0,275065.0,277746.0,283127.0
328,328,2018-01-23,298285.0,329409.0,340587.0,333991.0,324671.0,307247.0,282432.0,260868.0,245953.0,236073.0,232151.0,231796.0,239510.0,260429.0,294122.0,311221.0,304315.0,294892.0,285408.0,275811.0,269013.0,269558.0,271998.0,280504.0
329,329,2018-01-24,296298.0,326478.0,338114.0,332387.0,322427.0,305386.0,281494.0,259049.0,245487.0,237134.0,232813.0,233152.0,240625.0,262470.0,294809.0,311572.0,306877.0,296836.0,291692.0,284281.0,284073.0,289251.0,291934.0,300128.0
330,330,2018-01-25,231511.0,337341.0,345272.0,334856.0,324613.0,305515.0,280802.0,258419.0,243906.0,236064.0,231678.0,232451.0,239868.0,260628.0,293445.0,310334.0,306970.0,299508.0,291221.0,283905.0,282786.0,282008.0,282688.0,286689.0
331,331,2018-01-26,297577.0,328472.0,343272.0,338352.0,328326.0,311767.0,287727.0,265168.0,250403.0,241398.0,237722.0,237099.0,244253.0,264587.0,297084.0,313615.0,308709.0,294504.0,281750.0,273047.0,265530.0,264524.0,266949.0,274355.0
332,332,2018-01-27,290356.0,321241.0,330833.0,325985.0,316669.0,304651.0,286114.0,266295.0,251873.0,241608.0,235213.0,232524.0,235098.0,244114.0,257039.0,264234.0,266392.0,258776.0,247366.0,237468.0,231523.0,229030.0,231097.0,238223.0
333,333,2018-01-28,258970.0,293962.0,308346.0,301568.0,293939.0,282937.0,267280.0,250258.0,236888.0,228621.0,223187.0,219340.0,220178.0,225952.0,235239.0,239990.0,241310.0,231520.0,226790.0,222069.0,220583.0,222662.0,229996.0,241734.0
334,334,2018-01-29,262579.0,295815.0,310599.0,305570.0,296696.0,280861.0,260396.0,240499.0,227704.0,219943.0,216703.0,217162.0,225315.0,247297.0,279732.0,296201.0,300414.0,294459.0,291384.0,291956.0,293126.0,297768.0,303880.0,257608.0
335,335,2018-01-30,161063.0,339600.0,348418.0,336571.0,324226.0,303820.0,277050.0,255248.0,240713.0,232279.0,227649.0,226463.0,233397.0,253364.0,284869.0,301141.0,299488.0,219167.0,288426.0,285051.0,283704.0,285060.0,286094.0,295741.0
336,336,2018-01-31,302019.0,327959.0,338884.0,329762.0,318386.0,299144.0,274373.0,252882.0,,,,,,,,,,,,,,,,
337,337,2018-02-01,,,,,,,,,238548.0,230734.0,224999.0,223588.0,231224.0,250680.0,282086.0,296290.0,292255.0,283761.0,276281.0,273527.0,272500.0,277627.0,283162.0,291407.0
338,338,2018-02-02,303545.0,323303.0,340112.0,326700.0,315903.0,297908.0,273733.0,252261.0,238710.0,230496.0,225302.0,223697.0,231222.0,249751.0,279599.0,294247.0,290182.0,282790.0,278810.0,274621.0,276513.0,281471.0,287521.0,295017.0
339,339,2018-02-03,303987.0,320445.0,331213.0,317035.0,306836.0,292184.0,273154.0,252310.0,237302.0,227338.0,220965.0,218247.0,219787.0,227220.0,239909.0,246037.0,248631.0,243657.0,239426.0,236714.0,236416.0,237699.0,243780.0,255141.0
340,340,2018-02-04,270484.0,291834.0,307314.0,298560.0,289324.0,276715.0,259371.0,242041.0,228086.0,219364.0,213141.0,210467.0,211056.0,215466.0,223445.0,228204.0,230596.0,228235.0,225346.0,226922.0,229805.0,233268.0,242287.0,253433.0
341,341,2018-02-05,268229.0,287484.0,300270.0,294258.0,287087.0,275118.0,254584.0,235462.0,222455.0,214318.0,210601.0,211023.0,219785.0,239243.0,269567.0,287034.0,286475.0,280923.0,252397.0,273812.0,274983.0,280179.0,285900.0,292438.0
342,342,2018-02-06,304128.0,323614.0,340215.0,330415.0,314852.0,295693.0,271400.0,249349.0,236398.0,226890.0,221329.0,220635.0,227969.0,247411.0,276385.0,292874.0,290481.0,279787.0,271749.0,268758.0,269491.0,275465.0,281182.0,289013.0
343,343,2018-02-07,301424.0,322564.0,339778.0,331846.0,317873.0,299358.0,274192.0,252197.0,238646.0,229570.0,224807.0,224743.0,231749.0,251093.0,282487.0,295977.0,291546.0,280236.0,276589.0,274733.0,275131.0,281727.0,288362.0,296297.0
344,344,2018-02-08,307068.0,328503.0,341174.0,331093.0,318969.0,300075.0,275880.0,253933.0,240421.0,230877.0,225643.0,224836.0,231429.0,250877.0,280815.0,295733.0,292209.0,281224.0,277461.0,275521.0,277215.0,284016.0,290391.0,298282.0
345,345,2018-02-09,309576.0,327361.0,340714.0,331193.0,318954.0,300165.0,276452.0,254178.0,240470.0,230610.0,225311.0,224524.0,230375.0,249029.0,277905.0,292060.0,290148.0,279947.0,274739.0,273101.0,273730.0,277525.0,283515.0,292217.0
346,346,2018-02-10,301808.0,316809.0,329552.0,318768.0,307355.0,292397.0,271776.0,251691.0,237935.0,227467.0,220883.0,218243.0,220382.0,227532.0,238485.0,245272.0,252663.0,252310.0,250240.0,246050.0,240639.0,236255.0,238124.0,246821.0
347,347,2018-02-11,260464.0,283433.0,302609.0,298090.0,289720.0,277605.0,261953.0,243650.0,230473.0,220916.0,215811.0,213613.0,215061.0,220671.0,229233.0,232085.0,234660.0,228868.0,224430.0,223836.0,226262.0,227852.0,230339.0,239447.0
348,348,2018-02-12,254029.0,280142.0,305270.0,301827.0,291828.0,279058.0,257952.0,240385.0,229377.0,221384.0,218416.0,219698.0,227859.0,248308.0,278377.0,291256.0,293648.0,287494.0,280192.0,273306.0,270424.0,272568.0,271635.0,276139.0
349,349,2018-02-13,289145.0,315678.0,340586.0,250576.0,323996.0,306139.0,282174.0,259947.0,245919.0,237545.0,232977.0,232348.0,239736.0,260228.0,292119.0,305370.0,295781.0,284204.0,275933.0,269947.0,266029.0,265883.0,268483.0,277455.0
350,350,2018-02-14,291533.0,314957.0,337836.0,331253.0,322050.0,306776.0,283023.0,261445.0,247902.0,238916.0,234514.0,233842.0,240964.0,261422.0,291704.0,305989.0,302695.0,295033.0,287897.0,281248.0,279179.0,277608.0,45988.0,280006.0
351,351,2018-02-15,265966.0,312190.0,333608.0,328613.0,318216.0,302578.0,280094.0,257576.0,244349.0,236500.0,231337.0,230167.0,237728.0,258736.0,288309.0,298842.0,296105.0,291080.0,283908.0,269961.0,262238.0,263304.0,178296.0,275131.0
352,352,2018-02-16,288031.0,309895.0,332896.0,327524.0,318352.0,225409.0,279595.0,258483.0,244829.0,235994.0,231939.0,231580.0,238546.0,257846.0,287034.0,298243.0,291724.0,281396.0,273119.0,266576.0,262572.0,263401.0,267005.0,273130.0
353,353,2018-02-17,283380.0,305900.0,325650.0,317142.0,307656.0,294836.0,276260.0,257237.0,243226.0,233989.0,228743.0,227372.0,229659.0,237781.0,248652.0,252816.0,254892.0,244203.0,236139.0,230397.0,226657.0,225924.0,229944.0,240518.0
354,354,2018-02-18,210145.0,24423.0,299070.0,294105.0,285532.0,276579.0,259031.0,240873.0,229848.0,222389.0,217646.0,215119.0,216248.0,221468.0,228206.0,232013.0,231257.0,222825.0,216430.0,210932.0,208485.0,208468.0,213713.0,224847.0
355,355,2018-02-19,245471.0,274626.0,303015.0,301821.0,294446.0,283211.0,265056.0,247782.0,235517.0,228495.0,224626.0,225661.0,232483.0,246891.0,267564.0,276842.0,278851.0,275302.0,265233.0,257755.0,253253.0,253792.0,260882.0,269865.0
356,356,2018-02-20,290155.0,315972.0,346915.0,344322.0,337573.0,321003.0,296388.0,276895.0,265098.0,257479.0,254470.0,256701.0,265992.0,290121.0,322967.0,331658.0,319776.0,305783.0,295471.0,281673.0,272639.0,271107.0,269926.0,280948.0
357,357,2018-02-21,299707.0,328276.0,357553.0,355876.0,348789.0,333340.0,309633.0,286961.0,272788.0,263732.0,259846.0,260351.0,268103.0,289186.0,320458.0,328985.0,315184.0,299630.0,287224.0,279501.0,273523.0,271277.0,273412.0,279782.0
358,358,2018-02-22,292388.0,318391.0,348090.0,346411.0,339276.0,324835.0,300472.0,233879.0,245088.0,259017.0,255695.0,256380.0,266276.0,287703.0,318453.0,329692.0,316366.0,300889.0,292609.0,286570.0,283755.0,281869.0,284524.0,291966.0
359,359,2018-02-23,303208.0,325607.0,353548.0,351368.0,343646.0,328382.0,304521.0,281640.0,267473.0,257562.0,253183.0,253240.0,261850.0,282169.0,310864.0,323098.0,313039.0,300863.0,287531.0,279737.0,268448.0,265825.0,267883.0,272160.0
360,360,2018-02-24,288639.0,317152.0,344356.0,343859.0,338981.0,328070.0,309306.0,288272.0,275542.0,267422.0,256500.0,260929.0,264392.0,273275.0,285655.0,290536.0,285563.0,268344.0,257301.0,245453.0,237277.0,233106.0,236116.0,243590.0
361,361,2018-02-25,258187.0,287388.0,315975.0,315269.0,308692.0,299894.0,284319.0,267091.0,256163.0,247459.0,243252.0,241594.0,244629.0,251578.0,258984.0,260682.0,253153.0,239451.0,228461.0,219869.0,215308.0,214920.0,219040.0,230183.0
362,362,2018-02-26,248654.0,277016.0,311336.0,311473.0,304266.0,291408.0,270902.0,252222.0,240425.0,235000.0,232626.0,234073.0,243583.0,265962.0,298101.0,311452.0,306301.0,297965.0,288690.0,284819.0,279797.0,278199.0,278910.0,282435.0
363,363,2018-02-27,300353.0,321938.0,349726.0,345171.0,334861.0,316823.0,291449.0,268467.0,255062.0,245866.0,241241.0,240516.0,248533.0,270326.0,301823.0,313769.0,306168.0,298830.0,290512.0,277885.0,274452.0,273206.0,228162.0,274975.0
364,364,2018-02-28,289446.0,318050.0,347588.0,348856.0,339597.0,323761.0,298699.0,277235.0,,,,,,,,,,,,,,,,
365,365,2018-03-01,,,,,,,,,252896.0,243733.0,238966.0,238697.0,248937.0,266836.0,295136.0,307396.0,302659.0,297937.0,294330.0,287044.0,279764.0,275573.0,276042.0,280559.0
366,366,2018-03-02,289948.0,309634.0,339719.0,336530.0,325416.0,308950.0,284647.0,263303.0,248066.0,238828.0,234262.0,233040.0,239482.0,260051.0,288614.0,300893.0,297421.0,291698.0,287533.0,282305.0,280079.0,282207.0,281597.0,286112.0
