,index,date,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW,load_MW
hour_start,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0,2017-03-01,,,,,,,,,245551.0,236977.0,232473.0,232504.0,240108.0,263067.0,293437.0,306178.0,295889.0,280649.0,273271.0,268059.0,261919.0,261624.0,265241.0,270858.0
1,1,2017-03-02,279636.0,301746.0,332714.0,331299.0,321630.0,302962.0,277754.0,255865.0,240953.0,232671.0,227975.0,227694.0,235403.0,256614.0,288339.0,301295.0,290797.0,278286.0,272197.0,265926.0,262057.0,265957.0,268958.0,273511.0
2,2,2017-03-03,283604.0,303156.0,328825.0,326398.0,316544.0,297525.0,273389.0,251954.0,237383.0,228266.0,223774.0,223416.0,230603.0,251054.0,279456.0,292684.0,288856.0,274395.0,268494.0,266211.0,265388.0,269751.0,273308.0,275928.0
3,3,2017-03-04,283776.0,298715.0,321699.0,320283.0,306709.0,291963.0,271767.0,249715.0,233932.0,224489.0,218613.0,215993.0,217548.0,225877.0,235887.0,241710.0,249155.0,243635.0,238990.0,236927.0,232289.0,234164.0,239275.0,246712.0
4,4,2017-03-05,255330.0,274190.0,302472.0,298603.0,289130.0,276889.0,260140.0,242264.0,228324.0,219112.0,212404.0,209754.0,211079.0,216567.0,221966.0,170703.0,236917.0,237430.0,234368.0,234805.0,235042.0,230621.0,233554.0,240525.0
5,5,2017-03-06,251511.0,274431.0,309089.0,312795.0,304632.0,289249.0,268174.0,248071.0,234880.0,227757.0,224621.0,225918.0,235138.0,257316.0,287422.0,301635.0,291882.0,283228.0,276814.0,271577.0,265060.0,264310.0,265067.0,267806.0
6,6,2017-03-07,280505.0,300321.0,335036.0,337536.0,328517.0,309241.0,281974.0,259436.0,244911.0,237161.0,232748.0,232580.0,240597.0,262690.0,291128.0,302198.0,291356.0,279387.0,275727.0,270999.0,269046.0,270915.0,272657.0,276606.0
7,7,2017-03-08,283665.0,301893.0,331313.0,331614.0,321425.0,301727.0,140902.0,,,192185.0,225911.0,226622.0,232920.0,254525.0,283082.0,293343.0,285420.0,275434.0,272503.0,270459.0,270443.0,273937.0,276964.0,259462.0
8,8,2017-03-09,290905.0,307153.0,333051.0,275287.0,319382.0,299417.0,273403.0,251705.0,236081.0,226724.0,221758.0,221398.0,227454.0,246952.0,273614.0,286066.0,283243.0,274618.0,274768.0,277616.0,280717.0,286331.0,290618.0,295801.0
9,9,2017-03-10,301432.0,314521.0,338468.0,334754.0,322079.0,300940.0,274598.0,252195.0,236656.0,227237.0,221598.0,220383.0,226332.0,244191.0,267545.0,279368.0,281923.0,285653.0,285216.0,287558.0,292162.0,296306.0,295441.0,295088.0
10,10,2017-03-11,299924.0,308847.0,326650.0,322748.0,311506.0,295799.0,274529.0,253322.0,236911.0,225730.0,218853.0,216215.0,218520.0,225289.0,231589.0,235797.0,240677.0,241279.0,240258.0,241068.0,242212.0,245092.0,250191.0,192240.0
11,11,2017-03-12,267951.0,285565.0,306723.0,302626.0,293980.0,279631.0,261001.0,242285.0,227595.0,216868.0,208118.0,209967.0,212115.0,221158.0,227218.0,228452.0,226955.0,224366.0,202409.0,222094.0,225586.0,231395.0,239950.0,251780.0
12,12,2017-03-13,267096.0,285516.0,309544.0,307818.0,292724.0,269773.0,246927.0,230336.0,219476.0,214111.0,213212.0,219788.0,236389.0,267435.0,287307.0,289295.0,283935.0,279625.0,281695.0,284144.0,291256.0,273361.0,301858.0,309819.0
13,13,2017-03-14,318383.0,326495.0,344705.0,340201.0,318179.0,289815.0,260517.0,242229.0,229839.0,223012.0,220626.0,225482.0,242157.0,272294.0,290192.0,288291.0,286635.0,285668.0,290283.0,293290.0,300547.0,307918.0,313787.0,322709.0
14,14,2017-03-15,328188.0,330687.0,349486.0,343124.0,323297.0,292381.0,265027.0,246935.0,234450.0,226706.0,224424.0,228134.0,243424.0,273718.0,291455.0,293507.0,291634.0,292131.0,294156.0,299566.0,303057.0,307905.0,310444.0,314194.0
15,15,2017-03-16,320687.0,269151.0,343395.0,339402.0,319851.0,290333.0,263371.0,245831.0,233331.0,225663.0,224321.0,228554.0,245278.0,275038.0,292435.0,293653.0,293419.0,290442.0,289387.0,287937.0,291014.0,295938.0,224682.0,306434.0
16,16,2017-03-17,311522.0,316597.0,335916.0,334440.0,316446.0,291040.0,263336.0,244434.0,232997.0,226465.0,224488.0,230728.0,247571.0,275840.0,291168.0,293087.0,290248.0,287628.0,286255.0,285575.0,294256.0,298297.0,300287.0,306908.0
17,17,2017-03-18,313044.0,314833.0,330119.0,325159.0,309005.0,286029.0,261419.0,243252.0,231511.0,223968.0,219422.0,219076.0,224361.0,237702.0,244092.0,251807.0,255436.0,254388.0,255953.0,255632.0,256761.0,255460.0,253285.0,261268.0
18,18,2017-03-19,268949.0,279796.0,302539.0,303205.0,290250.0,270324.0,248547.0,231888.0,220096.0,212555.0,208021.0,208106.0,211413.0,219803.0,223186.0,231983.0,234362.0,234942.0,234975.0,232528.0,235027.0,242182.0,248973.0,260215.0
19,19,2017-03-20,271669.0,283092.0,303202.0,303035.0,287794.0,264941.0,242526.0,227502.0,219088.0,215578.0,214523.0,221600.0,238491.0,269410.0,288543.0,293981.0,295275.0,294331.0,291635.0,286964.0,286357.0,289103.0,289706.0,294883.0
20,20,2017-03-21,299993.0,308015.0,330098.0,325422.0,306509.0,279590.0,255088.0,239113.0,228783.0,223147.0,221440.0,227030.0,244547.0,274236.0,291299.0,293006.0,294386.0,295649.0,290420.0,291071.0,290230.0,281673.0,285106.0,288153.0
21,21,2017-03-22,290670.0,299965.0,325070.0,321897.0,302638.0,277353.0,253696.0,239804.0,230405.0,224811.0,223240.0,227715.0,245779.0,274556.0,289542.0,293756.0,295404.0,292523.0,288648.0,282721.0,278506.0,207287.0,274925.0,276365.0
22,22,2017-03-23,281342.0,291148.0,316248.0,317526.0,302340.0,277799.0,252994.0,237116.0,227981.0,222906.0,221187.0,225891.0,242953.0,274353.0,289976.0,291150.0,285500.0,275207.0,269455.0,262433.0,261227.0,259816.0,261805.0,268695.0
23,23,2017-03-24,279271.0,290199.0,316113.0,265561.0,301376.0,276290.0,252468.0,237690.0,228734.0,224008.0,223012.0,228182.0,244764.0,274512.0,289763.0,293996.0,291654.0,288946.0,287555.0,286861.0,285900.0,284065.0,283082.0,284441.0
24,24,2017-03-25,288358.0,291312.0,313231.0,314098.0,298097.0,278300.0,256173.0,238519.0,228159.0,221257.0,218710.0,219633.0,225361.0,238447.0,243394.0,187371.0,251929.0,249881.0,243258.0,235562.0,234565.0,229563.0,229604.0,234196.0
25,25,2017-03-26,244001.0,256751.0,284932.0,290057.0,279111.0,262918.0,243861.0,228254.0,218303.0,212367.0,208860.0,208766.0,212466.0,220943.0,224882.0,232931.0,235340.0,235082.0,231207.0,226724.0,226721.0,226108.0,228203.0,237662.0
26,26,2017-03-27,251329.0,265914.0,291148.0,296498.0,282258.0,258633.0,237551.0,223778.0,214643.0,209885.0,210375.0,218333.0,236889.0,266637.0,285610.0,288939.0,285914.0,281302.0,273323.0,267868.0,268099.0,265264.0,264898.0,267879.0
27,27,2017-03-28,275173.0,288686.0,314261.0,320442.0,301821.0,274027.0,250502.0,234504.0,226222.0,220706.0,219217.0,226520.0,245555.0,276018.0,290192.0,286819.0,280935.0,274439.0,271830.0,266957.0,268282.0,270019.0,273513.0,279147.0
28,28,2017-03-29,285848.0,296212.0,316448.0,321464.0,302707.0,277426.0,254293.0,238648.0,228777.0,222358.0,220527.0,226843.0,244588.0,273140.0,286946.0,287364.0,280253.0,278257.0,278114.0,277849.0,282468.0,286347.0,292172.0,296105.0
29,29,2017-03-30,301018.0,309503.0,325211.0,327942.0,307903.0,282086.0,257950.0,238698.0,226946.0,221130.0,218445.0,224061.0,241981.0,269738.0,284057.0,288617.0,286678.0,207382.0,275474.0,268907.0,266828.0,154203.0,263926.0,269559.0
30,30,2017-03-31,277497.0,288490.0,309197.0,313103.0,299025.0,279973.0,254720.0,,,,,,,,,,,,,,,,,
31,31,2017-04-01,,,,,,,,238259.0,226147.0,219693.0,216720.0,218492.0,225153.0,235601.0,240562.0,244402.0,238311.0,233387.0,227915.0,223441.0,222840.0,225923.0,232466.0,241721.0
32,32,2017-04-02,254895.0,270567.0,290731.0,295125.0,283258.0,266614.0,246331.0,230467.0,221086.0,213529.0,209370.0,208826.0,212176.0,219744.0,220842.0,226095.0,222346.0,217542.0,215081.0,215239.0,217550.0,221452.0,227954.0,237953.0
33,33,2017-04-03,256716.0,273918.0,296931.0,305142.0,289576.0,265191.0,242298.0,226296.0,215648.0,211914.0,211721.0,218650.0,237053.0,264931.0,280719.0,281463.0,274076.0,268589.0,263630.0,260306.0,262217.0,264785.0,269196.0,275341.0
34,34,2017-04-04,284276.0,294599.0,316032.0,320544.0,301788.0,275756.0,251333.0,235512.0,226039.0,220461.0,218468.0,223803.0,242560.0,272784.0,288509.0,290355.0,281544.0,274793.0,271643.0,270035.0,273042.0,232637.0,288179.0,294223.0
35,35,2017-04-05,299589.0,306932.0,323500.0,330676.0,309757.0,282178.0,257256.0,179958.0,231633.0,226312.0,223996.0,229158.0,246220.0,272629.0,290914.0,292973.0,286679.0,286488.0,287400.0,289790.0,295228.0,300650.0,305046.0,311297.0
36,36,2017-04-06,315166.0,318884.0,331756.0,338221.0,317251.0,288964.0,263219.0,245094.0,234387.0,227458.0,225128.0,229779.0,245846.0,272681.0,287781.0,296903.0,301303.0,298468.0,298163.0,299259.0,305230.0,303644.0,304633.0,308465.0
37,37,2017-04-07,307263.0,310118.0,326408.0,328340.0,307206.0,279450.0,126915.0,238695.0,229781.0,225061.0,223384.0,228252.0,243981.0,268308.0,285102.0,194299.0,292652.0,290456.0,288493.0,286081.0,286528.0,281691.0,279548.0,283834.0
38,38,2017-04-08,286547.0,295629.0,309742.0,314042.0,298677.0,279083.0,256969.0,240523.0,230377.0,222571.0,219300.0,220223.0,226223.0,236286.0,242715.0,247894.0,252083.0,254922.0,246605.0,239387.0,232205.0,230715.0,231343.0,235286.0
39,39,2017-04-09,244713.0,257464.0,280873.0,292767.0,282585.0,265634.0,247065.0,230190.0,219896.0,213965.0,212263.0,213459.0,219740.0,226059.0,228641.0,231538.0,225941.0,220702.0,217639.0,211453.0,208985.0,209526.0,211175.0,222844.0
40,40,2017-04-10,239660.0,256932.0,281388.0,294490.0,281312.0,259808.0,238784.0,223450.0,216279.0,213280.0,212491.0,220273.0,238579.0,266218.0,280085.0,282997.0,276916.0,272302.0,269283.0,266409.0,269493.0,203377.0,274632.0,279230.0
41,41,2017-04-11,287758.0,297100.0,314924.0,325073.0,304715.0,278428.0,254788.0,239043.0,229278.0,223654.0,222533.0,228033.0,244656.0,270650.0,285491.0,288058.0,289816.0,291615.0,292619.0,286978.0,284683.0,289358.0,287336.0,289193.0
42,42,2017-04-12,296072.0,301453.0,320480.0,325846.0,305064.0,279307.0,255846.0,239027.0,229349.0,223681.0,222029.0,227055.0,243777.0,269749.0,283883.0,284560.0,281482.0,280948.0,280379.0,257067.0,280874.0,280336.0,283180.0,289080.0
43,43,2017-04-13,296460.0,303854.0,321457.0,328295.0,309710.0,284006.0,258923.0,241343.0,230946.0,225460.0,223336.0,228194.0,244696.0,271067.0,286177.0,287653.0,286105.0,283209.0,278236.0,275284.0,275909.0,273887.0,273505.0,274737.0
44,44,2017-04-14,280076.0,287941.0,307153.0,318254.0,300538.0,277014.0,255495.0,239199.0,227630.0,221870.0,220050.0,224433.0,239668.0,261839.0,273417.0,273134.0,201593.0,218444.0,252497.0,252641.0,252078.0,251799.0,252251.0,257988.0
45,45,2017-04-15,267410.0,276261.0,295969.0,307407.0,296362.0,276928.0,253958.0,238470.0,227665.0,220639.0,217784.0,219292.0,226404.0,234812.0,238283.0,242156.0,239126.0,236631.0,231745.0,227877.0,228611.0,231197.0,237029.0,246979.0
46,46,2017-04-16,258195.0,270513.0,285892.0,298536.0,288962.0,268960.0,248424.0,232113.0,221154.0,213527.0,209528.0,209852.0,213258.0,217026.0,219741.0,224375.0,228477.0,229771.0,229635.0,230830.0,234386.0,236966.0,240529.0,249079.0
47,47,2017-04-17,256857.0,265942.0,281728.0,295295.0,281225.0,259380.0,238142.0,223897.0,217823.0,214598.0,213965.0,219924.0,238398.0,263142.0,281508.0,287218.0,291506.0,291766.0,292975.0,293895.0,295993.0,297947.0,301231.0,226770.0
48,48,2017-04-18,306992.0,312767.0,324972.0,335249.0,315045.0,286561.0,261022.0,245069.0,234896.0,229070.0,227790.0,232792.0,249502.0,273010.0,289076.0,297035.0,299479.0,299317.0,297058.0,295684.0,297079.0,146938.0,270320.0,297789.0
49,49,2017-04-19,300715.0,303507.0,316926.0,329878.0,310676.0,284709.0,259970.0,243888.0,233727.0,226725.0,224990.0,229979.0,247427.0,272557.0,285564.0,286978.0,283210.0,284299.0,282028.0,280945.0,284538.0,285850.0,287662.0,293085.0
50,50,2017-04-20,299377.0,305215.0,319304.0,330161.0,312457.0,285294.0,259906.0,244172.0,233324.0,226569.0,225385.0,229302.0,245982.0,269431.0,282396.0,283931.0,281355.0,281230.0,278806.0,277454.0,281023.0,283285.0,285267.0,288976.0
51,51,2017-04-21,295582.0,302784.0,316709.0,328763.0,313460.0,287371.0,261110.0,244322.0,233695.0,226441.0,224009.0,228618.0,244703.0,265492.0,279171.0,282812.0,279908.0,280359.0,284492.0,287718.0,294361.0,300141.0,306638.0,313582.0
52,52,2017-04-22,320737.0,325552.0,331837.0,338733.0,320785.0,295274.0,270007.0,249437.0,235125.0,226256.0,221437.0,221419.0,227038.0,231501.0,237125.0,247801.0,253059.0,257653.0,260559.0,262367.0,270037.0,280619.0,290194.0,298979.0
53,53,2017-04-23,308965.0,312226.0,314844.0,323106.0,306404.0,284385.0,262526.0,242336.0,229750.0,221563.0,216429.0,215111.0,218765.0,217905.0,220812.0,224384.0,224692.0,225971.0,227948.0,229766.0,232879.0,238185.0,246361.0,257026.0
54,54,2017-04-24,270651.0,282603.0,294997.0,308401.0,292164.0,270846.0,250258.0,233760.0,224864.0,220166.0,219021.0,224691.0,242667.0,266516.0,283877.0,243090.0,294486.0,295207.0,295573.0,290228.0,292437.0,217508.0,292017.0,298486.0
55,55,2017-04-25,301933.0,306181.0,316295.0,329228.0,311552.0,284179.0,259808.0,244831.0,234952.0,228329.0,227455.0,231383.0,246044.0,269873.0,284581.0,285558.0,286023.0,286040.0,283055.0,281439.0,283851.0,287378.0,284316.0,290406.0
56,56,2017-04-26,290250.0,297540.0,310980.0,326282.0,312818.0,283963.0,259593.0,242463.0,231539.0,226158.0,224515.0,229275.0,245610.0,268352.0,286252.0,289987.0,294089.0,296983.0,298840.0,297347.0,298684.0,302661.0,305409.0,304158.0
57,57,2017-04-27,308657.0,311449.0,319390.0,330083.0,313542.0,287111.0,261003.0,244163.0,232746.0,224616.0,223100.0,228178.0,244722.0,266261.0,282115.0,283079.0,284621.0,289975.0,290953.0,284499.0,240343.0,243038.0,296737.0,295971.0
58,58,2017-04-28,302641.0,307752.0,316428.0,333090.0,319185.0,288941.0,265810.0,247931.0,236186.0,229524.0,227004.0,230514.0,246133.0,267539.0,280939.0,284278.0,281092.0,281459.0,278828.0,277492.0,282399.0,285152.0,288916.0,294368.0
59,59,2017-04-29,299235.0,303049.0,311181.0,324778.0,313717.0,288909.0,266648.0,248001.0,237555.0,229003.0,224890.0,225218.0,230864.0,235038.0,239805.0,247119.0,250231.0,249759.0,248304.0,247677.0,251295.0,256304.0,263820.0,274572.0
60,60,2017-04-30,286536.0,297979.0,305510.0,313394.0,300908.0,277451.0,256985.0,,,,,,,,,,,,,,,,,
61,61,2017-05-01,,,,,,,,236778.0,225521.0,219795.0,217970.0,223518.0,240383.0,261097.0,277627.0,283348.0,288882.0,295089.0,301076.0,305381.0,316086.0,323037.0,334766.0,344905.0
62,62,2017-05-02,351497.0,354697.0,355328.0,362451.0,339974.0,308473.0,278991.0,257111.0,243303.0,235292.0,231457.0,235699.0,250784.0,271952.0,287748.0,294631.0,301250.0,309414.0,317460.0,323843.0,340167.0,350985.0,361653.0,370923.0
63,63,2017-05-03,379027.0,379753.0,378404.0,382439.0,359333.0,323001.0,289792.0,267787.0,252829.0,243229.0,239502.0,243101.0,258218.0,278653.0,296979.0,308267.0,319672.0,323460.0,334702.0,344078.0,360902.0,375638.0,326362.0,402649.0
64,64,2017-05-04,410264.0,407664.0,201671.0,395051.0,362557.0,327432.0,295853.0,272324.0,257464.0,246816.0,242058.0,245054.0,260179.0,280991.0,300882.0,309967.0,317530.0,329586.0,338596.0,348616.0,363889.0,374871.0,385255.0,391455.0
65,65,2017-05-05,389872.0,382154.0,375764.0,377007.0,351299.0,261559.0,285228.0,263302.0,249290.0,240427.0,237087.0,240885.0,254608.0,274335.0,291784.0,299906.0,306686.0,308561.0,310072.0,305247.0,309793.0,312656.0,317017.0,317731.0
66,66,2017-05-06,319291.0,317246.0,319614.0,330659.0,315971.0,293673.0,269159.0,250677.0,238266.0,230199.0,226029.0,225995.0,231505.0,236382.0,244540.0,253518.0,258428.0,258794.0,254002.0,250780.0,250661.0,251630.0,250640.0,252014.0
67,67,2017-05-07,256695.0,264958.0,275808.0,291694.0,281382.0,266451.0,248716.0,233513.0,224549.0,217536.0,213884.0,213877.0,217366.0,217494.0,223287.0,227096.0,230793.0,227611.0,223567.0,219436.0,217587.0,224685.0,232250.0,242825.0
68,68,2017-05-08,254622.0,269429.0,282076.0,297741.0,286716.0,266087.0,243468.0,230392.0,221173.0,216207.0,216008.0,223022.0,240349.0,262317.0,282461.0,282648.0,278771.0,254269.0,274027.0,273396.0,279265.0,283405.0,289765.0,295241.0
69,69,2017-05-09,301986.0,311680.0,319924.0,333209.0,315818.0,288062.0,263179.0,246098.0,235188.0,228930.0,227082.0,231530.0,247397.0,267235.0,284608.0,287682.0,290710.0,293664.0,294817.0,293667.0,299647.0,304446.0,309629.0,317120.0
70,70,2017-05-10,322140.0,327074.0,332777.0,341649.0,322268.0,294551.0,268877.0,250418.0,239228.0,233348.0,231334.0,235909.0,250041.0,270770.0,289226.0,295330.0,295227.0,295459.0,294981.0,293693.0,295879.0,296505.0,298230.0,299223.0
71,71,2017-05-11,304515.0,308924.0,316301.0,331261.0,317612.0,289672.0,265023.0,248735.0,238279.0,231728.0,229582.0,234021.0,249065.0,269422.0,287981.0,288363.0,289039.0,289917.0,289405.0,289010.0,293128.0,296841.0,300507.0,306640.0
72,72,2017-05-12,310262.0,315254.0,320186.0,332700.0,319745.0,294111.0,267640.0,250418.0,237796.0,231141.0,229074.0,233340.0,248258.0,267753.0,285734.0,289078.0,291139.0,289068.0,282705.0,280106.0,282801.0,283084.0,284307.0,285406.0
73,73,2017-05-13,290461.0,295322.0,302231.0,315835.0,307219.0,285954.0,263498.0,246972.0,235822.0,227971.0,223492.0,224643.0,230583.0,232574.0,240830.0,247825.0,253872.0,242070.0,236098.0,231796.0,231078.0,234121.0,239359.0,245634.0
74,74,2017-05-14,255363.0,267362.0,279360.0,293713.0,288315.0,272103.0,252605.0,236340.0,225455.0,218085.0,213735.0,213474.0,216185.0,214753.0,218526.0,223819.0,222238.0,218695.0,213817.0,211076.0,211561.0,214892.0,221613.0,231889.0
75,75,2017-05-15,244496.0,258802.0,272461.0,290531.0,283246.0,262936.0,242971.0,228478.0,220698.0,216019.0,215612.0,222939.0,240082.0,259384.0,278278.0,281024.0,280755.0,278272.0,273524.0,272704.0,275027.0,276560.0,279162.0,283447.0
76,76,2017-05-16,291186.0,298208.0,307412.0,323266.0,313331.0,283386.0,260032.0,243860.0,234894.0,229033.0,208341.0,233144.0,248931.0,269229.0,287285.0,287277.0,288434.0,289316.0,288504.0,285355.0,288135.0,287649.0,287370.0,290234.0
77,77,2017-05-17,293156.0,299835.0,308372.0,324434.0,312779.0,285651.0,262172.0,246825.0,237502.0,231875.0,230057.0,234967.0,250725.0,270525.0,289534.0,291348.0,289256.0,289539.0,287057.0,282263.0,283565.0,282735.0,283457.0,287585.0
78,78,2017-05-18,292900.0,299604.0,308765.0,324425.0,312474.0,287275.0,220561.0,184383.0,236953.0,230658.0,229145.0,234693.0,249293.0,268247.0,283826.0,284416.0,279683.0,280736.0,283067.0,283131.0,287901.0,243928.0,297403.0,305637.0
79,79,2017-05-19,313047.0,318221.0,324207.0,336488.0,325922.0,296949.0,272652.0,254528.0,241085.0,234962.0,232069.0,236124.0,249287.0,265365.0,284655.0,287941.0,291537.0,298599.0,303713.0,307552.0,319452.0,326160.0,332625.0,340310.0
80,80,2017-05-20,347275.0,348287.0,348429.0,353052.0,338940.0,311278.0,282839.0,262198.0,247079.0,237125.0,231381.0,231032.0,235994.0,236675.0,246893.0,257905.0,265230.0,272497.0,282793.0,293000.0,305399.0,319584.0,334654.0,349135.0
81,81,2017-05-21,360075.0,365706.0,363808.0,363841.0,348885.0,321984.0,292310.0,268786.0,252249.0,241080.0,233490.0,230229.0,230446.0,226346.0,232548.0,243571.0,251762.0,263175.0,276714.0,290637.0,307580.0,325185.0,341719.0,359693.0
82,82,2017-05-22,373624.0,379282.0,375945.0,374546.0,354561.0,319832.0,287037.0,263636.0,248892.0,239867.0,236212.0,241439.0,256349.0,273987.0,295944.0,306059.0,312195.0,323307.0,333596.0,342038.0,358779.0,378208.0,394815.0,412127.0
83,83,2017-05-23,419098.0,416287.0,410402.0,408158.0,383170.0,341625.0,304678.0,280164.0,264098.0,254010.0,248872.0,251733.0,265140.0,283725.0,302978.0,312068.0,318855.0,332927.0,344048.0,350861.0,366428.0,380323.0,397587.0,408729.0
84,84,2017-05-24,414787.0,413962.0,405782.0,403645.0,378644.0,337910.0,303227.0,280025.0,263777.0,253659.0,248939.0,251409.0,264970.0,282932.0,302965.0,309786.0,311784.0,314768.0,318029.0,323206.0,332464.0,344209.0,351616.0,355028.0
85,85,2017-05-25,356580.0,357353.0,354538.0,359352.0,342445.0,311842.0,282379.0,264632.0,252571.0,243393.0,239921.0,243231.0,256655.0,275560.0,294739.0,298988.0,298897.0,300251.0,298436.0,295228.0,295935.0,243562.0,300491.0,306421.0
86,86,2017-05-26,310957.0,315027.0,320429.0,333359.0,322915.0,295301.0,272091.0,255739.0,244249.0,237425.0,234848.0,239519.0,252514.0,270244.0,289233.0,293846.0,295798.0,298341.0,296784.0,289249.0,288306.0,286131.0,286095.0,288468.0
87,87,2017-05-27,292973.0,297774.0,305728.0,318407.0,311639.0,291124.0,269025.0,251476.0,239549.0,230717.0,226638.0,227200.0,230432.0,231530.0,237811.0,243195.0,244984.0,242800.0,239562.0,237109.0,238351.0,243864.0,251200.0,264025.0
88,88,2017-05-28,275846.0,288309.0,296477.0,307466.0,301017.0,282413.0,261566.0,245133.0,233626.0,225828.0,220498.0,220015.0,221210.0,218381.0,221955.0,225287.0,227427.0,229463.0,231716.0,234796.0,241382.0,249365.0,262039.0,277463.0
89,89,2017-05-29,294032.0,305081.0,308903.0,318679.0,310320.0,287042.0,264887.0,246835.0,233079.0,226041.0,221160.0,221318.0,225107.0,227232.0,234403.0,240963.0,248501.0,255118.0,256374.0,257710.0,264116.0,273981.0,288292.0,299516.0
90,90,2017-05-30,313259.0,319942.0,322067.0,331867.0,320258.0,292388.0,265417.0,247547.0,235329.0,229233.0,227683.0,233831.0,248899.0,270262.0,289584.0,294370.0,295174.0,297537.0,296072.0,297300.0,305194.0,316648.0,321857.0,329534.0
91,91,2017-05-31,334601.0,335866.0,337263.0,347947.0,335047.0,305090.0,277523.0,,,,,,,,,,,,,,,,,
92,92,2017-06-01,,,,,,,,254911.0,243405.0,237854.0,235112.0,239985.0,252929.0,270913.0,290699.0,301718.0,299995.0,298200.0,296925.0,299266.0,306424.0,310783.0,320210.0,329647.0
93,93,2017-06-02,334141.0,341081.0,342352.0,347652.0,337637.0,309375.0,282054.0,262698.0,249741.0,241386.0,237727.0,241389.0,252866.0,270050.0,288433.0,296892.0,299668.0,307018.0,315871.0,322788.0,334237.0,347024.0,360928.0,373886.0
94,94,2017-06-03,377450.0,376187.0,367502.0,367201.0,353878.0,325433.0,297454.0,273761.0,257656.0,247501.0,242003.0,241071.0,243428.0,246748.0,255584.0,266239.0,273111.0,282266.0,291857.0,300654.0,310234.0,319397.0,330460.0,340793.0
95,95,2017-06-04,349962.0,352097.0,349484.0,352113.0,339430.0,314024.0,289119.0,267625.0,251577.0,240690.0,234316.0,232692.0,232897.0,229431.0,235518.0,242563.0,248675.0,255620.0,262409.0,268937.0,280183.0,293583.0,309219.0,323735.0
96,96,2017-06-05,336182.0,344261.0,342391.0,345217.0,333840.0,305587.0,275944.0,254986.0,242620.0,234943.0,232999.0,238349.0,252506.0,269711.0,290591.0,301624.0,304225.0,310779.0,316418.0,320637.0,332337.0,344622.0,357135.0,367198.0
97,97,2017-06-06,375067.0,377027.0,373593.0,376632.0,357944.0,323999.0,292629.0,270605.0,256188.0,246762.0,242713.0,246681.0,259020.0,277156.0,296974.0,304664.0,310823.0,316893.0,320912.0,323151.0,333044.0,342548.0,352516.0,360161.0
98,98,2017-06-07,363697.0,364592.0,361700.0,365570.0,352464.0,319722.0,289537.0,268396.0,254808.0,247523.0,249459.0,251679.0,262010.0,279828.0,298497.0,304887.0,308685.0,314863.0,319119.0,320931.0,325709.0,333641.0,340835.0,349408.0
99,99,2017-06-08,352498.0,352217.0,349279.0,354978.0,341404.0,312265.0,285206.0,265719.0,253732.0,245900.0,242329.0,245459.0,257453.0,277224.0,296574.0,305818.0,307882.0,311773.0,313223.0,310899.0,314228.0,318233.0,324823.0,330392.0
100,100,2017-06-09,334048.0,336135.0,335861.0,343829.0,337467.0,309237.0,282544.0,263184.0,250512.0,243123.0,240111.0,244609.0,256686.0,273443.0,290309.0,297662.0,303314.0,304830.0,305716.0,305890.0,312821.0,317297.0,321633.0,327488.0
101,101,2017-06-10,330370.0,331130.0,331229.0,337322.0,330878.0,308180.0,283655.0,263467.0,249129.0,239894.0,235940.0,236101.0,239387.0,241857.0,250340.0,258276.0,260956.0,261700.0,258584.0,255828.0,256311.0,257948.0,259558.0,265101.0
102,102,2017-06-11,274460.0,283643.0,291627.0,302412.0,301717.0,283286.0,262750.0,246388.0,233893.0,226193.0,221138.0,220109.0,220310.0,218920.0,223671.0,230027.0,232068.0,235836.0,235911.0,234857.0,233464.0,233283.0,235557.0,247375.0
103,103,2017-06-12,260768.0,273865.0,282870.0,294758.0,294549.0,272530.0,250972.0,235719.0,226811.0,221428.0,220998.0,227251.0,241453.0,258641.0,278549.0,279223.0,281673.0,283625.0,282308.0,279220.0,282725.0,214725.0,290613.0,295060.0
104,104,2017-06-13,301998.0,311698.0,316708.0,326228.0,319728.0,296305.0,270842.0,252226.0,241901.0,234533.0,232291.0,236519.0,248864.0,264162.0,279446.0,283286.0,286005.0,289028.0,288115.0,291227.0,298372.0,308974.0,317957.0,327850.0
105,105,2017-06-14,336193.0,342890.0,344137.0,350631.0,341917.0,312916.0,285140.0,263543.0,249945.0,241745.0,237932.0,242002.0,253497.0,268378.0,286888.0,294526.0,299151.0,309159.0,316511.0,323627.0,337528.0,353703.0,367597.0,378484.0
106,106,2017-06-15,386619.0,390149.0,384639.0,383693.0,369099.0,335673.0,301888.0,277855.0,262010.0,252053.0,247748.0,250776.0,261251.0,275190.0,293209.0,304472.0,312130.0,322912.0,333969.0,285045.0,360906.0,283352.0,395737.0,407986.0
107,107,2017-06-16,414696.0,415320.0,408182.0,403668.0,387191.0,352273.0,317294.0,290523.0,272827.0,261859.0,255971.0,258431.0,178262.0,237310.0,303120.0,319499.0,332218.0,348119.0,363642.0,378421.0,401682.0,422474.0,438547.0,449588.0
