,INTERVAL_START_PT,INTERVAL_END_PT,date_hour_start,OPR_DT_PT,OPR_HR_PT,day_week,OPR_INTERVAL,$_MWH_np15,$_MWH_sp15,$_MWH_zp26,other,solar,wind,total_mw,net_exp_MW,load_MW,HH_$_million_BTU_not_seasonal_adj
0,2019-02-01 01:00:00,2019-02-01 02:00:00,2019-02-01 01:00:00,2019-02-01 00:00:00,1,4,0,36.62123,36.04269,36.05743,19179.16,71.63,531.7,19782.49,-113560.63,318054.0,2.7
1,2019-02-01 02:00:00,2019-02-01 03:00:00,2019-02-01 02:00:00,2019-02-01 00:00:00,2,4,0,35.84812,35.153890000000004,35.19706,19252.28,0.27,513.5,19766.05,-111822.96,328601.0,2.7
2,2019-02-01 03:00:00,2019-02-01 04:00:00,2019-02-01 03:00:00,2019-02-01 00:00:00,3,4,0,35.60431,34.87623,34.92977,18500.98,0.0,456.11,18957.09,-111927.13,322692.0,2.7
3,2019-02-01 04:00:00,2019-02-01 05:00:00,2019-02-01 04:00:00,2019-02-01 00:00:00,4,4,0,35.4024,34.69286,34.73189,17693.16,0.0,379.62,18072.78,-112259.16999999998,313214.0,2.7
4,2019-02-01 05:00:00,2019-02-01 06:00:00,2019-02-01 05:00:00,2019-02-01 00:00:00,5,4,0,36.62816,36.03518,36.04623,16903.02,0.0,365.96,17268.98,-105529.78999999998,297274.0,2.7
5,2019-02-01 06:00:00,2019-02-01 07:00:00,2019-02-01 06:00:00,2019-02-01 00:00:00,6,4,0,42.66307000000001,42.53757,42.32983,16003.96,0.01,386.1,16390.07,-81263.49,274602.0,2.7
6,2019-02-01 07:00:00,2019-02-01 08:00:00,2019-02-01 07:00:00,2019-02-01 00:00:00,7,4,0,49.38471,49.40988,49.15312,14592.71,0.0,407.26,14999.97,-75079.04000000002,254851.0,2.7
7,2019-02-01 08:00:00,2019-02-01 09:00:00,2019-02-01 08:00:00,2019-02-01 00:00:00,8,4,0,47.22895,46.39359,46.36495,13918.42,0.0,417.0,14335.42,-72921.51,240036.0,2.7
8,2019-02-01 09:00:00,2019-02-01 10:00:00,2019-02-01 09:00:00,2019-02-01 00:00:00,9,4,0,36.90737,35.80693,35.81805,13483.27,0.0,367.17,13850.44,-69956.06999999998,230960.0,2.7
9,2019-02-01 10:00:00,2019-02-01 11:00:00,2019-02-01 10:00:00,2019-02-01 00:00:00,10,4,0,36.36025,34.62382,34.83681,13146.65,0.0,327.37,13474.02,-66876.65,225621.0,2.7
10,2019-02-01 11:00:00,2019-02-01 12:00:00,2019-02-01 11:00:00,2019-02-01 00:00:00,11,4,0,33.79055,31.95952,32.21012,13184.33,0.0,276.2,13460.53,-66556.68,224148.0,2.7
11,2019-02-01 12:00:00,2019-02-01 13:00:00,2019-02-01 12:00:00,2019-02-01 00:00:00,12,4,0,29.42322,27.83042,28.03097,14040.28,0.0,258.99,14299.27,-70900.34,231163.0,2.7
12,2019-02-01 13:00:00,2019-02-01 14:00:00,2019-02-01 13:00:00,2019-02-01 00:00:00,13,4,0,29.60504,27.88246,28.09851,15616.05,0.27,276.72,15893.04,-75913.95000000001,249571.0,2.7
13,2019-02-01 14:00:00,2019-02-01 15:00:00,2019-02-01 14:00:00,2019-02-01 00:00:00,14,4,0,34.66121,32.81818,33.1402,16299.249999999998,25.51,269.5,16594.26,-94490.4,278498.0,2.7
14,2019-02-01 15:00:00,2019-02-01 16:00:00,2019-02-01 15:00:00,2019-02-01 00:00:00,15,4,0,35.6361,34.317820000000005,34.46706,16124.2,1138.7400000000002,237.4,17500.340000000004,-97221.83,292818.0,2.7
15,2019-02-01 16:00:00,2019-02-01 17:00:00,2019-02-01 16:00:00,2019-02-01 00:00:00,16,4,0,40.15319,39.28689,39.33142,14665.15,3589.58,221.92,18476.65,-82129.47,288765.0,2.7
16,2019-02-01 17:00:00,2019-02-01 18:00:00,2019-02-01 17:00:00,2019-02-01 00:00:00,17,4,0,47.00713,47.08408,46.75707,13642.47,5561.85,224.29,19428.61,-77274.56999999999,283082.0,2.7
17,2019-02-01 18:00:00,2019-02-01 19:00:00,2019-02-01 18:00:00,2019-02-01 00:00:00,18,4,0,52.66154,53.37252,52.7538,12800.29,6436.54,239.37,19476.2,-72438.52000000003,280916.0,2.7
18,2019-02-01 19:00:00,2019-02-01 20:00:00,2019-02-01 19:00:00,2019-02-01 00:00:00,19,4,0,56.12375,56.89336,56.26841999999999,11873.65,6618.24,247.98,18739.87,-65522.94,279286.0,2.7
19,2019-02-01 20:00:00,2019-02-01 21:00:00,2019-02-01 20:00:00,2019-02-01 00:00:00,20,4,0,49.3968,50.08852,49.54939,11888.9,6254.6500000000015,273.65,18417.200000000004,-64556.14,277975.0,2.7
20,2019-02-01 21:00:00,2019-02-01 22:00:00,2019-02-01 21:00:00,2019-02-01 00:00:00,21,4,0,46.87962,47.31244,46.87,12485.61,5336.879999999999,316.64,18139.13,-68018.23,279297.0,2.7
21,2019-02-01 22:00:00,2019-02-01 23:00:00,2019-02-01 22:00:00,2019-02-01 00:00:00,22,4,0,44.35365,44.53511,44.22663,13475.42,4224.85,414.02,18114.29,-68227.73999999999,281005.0,2.7
22,2019-02-01 23:00:00,2019-02-02 00:00:00,2019-02-01 23:00:00,2019-02-01 00:00:00,23,4,0,40.3344,40.07265,39.96631,14989.7,2625.1799999999994,571.19,18186.07,-73140.31,287172.0,2.7
23,2019-02-02 00:00:00,2019-02-02 01:00:00,2019-02-02 00:00:00,2019-02-01 00:00:00,24,4,0,37.60565,37.21056,37.11559000000001,16469.78,804.3800000000001,775.5,18049.66,-84224.01000000001,300573.0,2.7
24,2019-02-02 01:00:00,2019-02-02 02:00:00,2019-02-02 01:00:00,2019-02-02 00:00:00,1,5,0,32.86858,32.72552,32.56581,17523.899999999998,33.99,1008.96,18566.85,-92214.64,319972.0,2.7
25,2019-02-02 02:00:00,2019-02-02 03:00:00,2019-02-02 02:00:00,2019-02-02 00:00:00,2,5,0,31.01787,30.886090000000006,30.77,17494.26,0.06,1269.71,18764.03,-93525.16,326235.0,2.7
26,2019-02-02 03:00:00,2019-02-02 04:00:00,2019-02-02 03:00:00,2019-02-02 00:00:00,3,5,0,30.65605,30.36561,30.313090000000006,16933.23,0.0,1489.63,18422.86,-87771.36000000003,314742.0,2.7
27,2019-02-02 04:00:00,2019-02-02 05:00:00,2019-02-02 04:00:00,2019-02-02 00:00:00,4,5,0,30.964340000000004,30.67087,30.6178,16424.98,0.0,1641.39,18066.37,-87496.09000000003,305233.0,2.7
28,2019-02-02 05:00:00,2019-02-02 06:00:00,2019-02-02 05:00:00,2019-02-02 00:00:00,5,5,0,33.19984,32.646840000000005,32.66017,15903.11,0.0,1748.13,17651.24,-86540.18,292276.0,2.7
29,2019-02-02 06:00:00,2019-02-02 07:00:00,2019-02-02 06:00:00,2019-02-02 00:00:00,6,5,0,34.2865,33.715340000000005,33.7291,15184.41,0.0,1802.84,16987.25,-75007.97,273781.0,2.7
30,2019-02-02 07:00:00,2019-02-02 08:00:00,2019-02-02 07:00:00,2019-02-02 00:00:00,7,5,0,35.95018,35.8082,35.66258,13943.6,0.0,1812.13,15755.73,-69949.15000000001,254361.0,2.7
31,2019-02-02 08:00:00,2019-02-02 09:00:00,2019-02-02 08:00:00,2019-02-02 00:00:00,8,5,0,36.89075,36.38122,36.3589,12997.509999999998,0.0,1795.79,14793.3,-62238.3,239001.0,2.7
32,2019-02-02 09:00:00,2019-02-02 10:00:00,2019-02-02 09:00:00,2019-02-02 00:00:00,9,5,0,40.22037,39.65303,39.55171,12242.98,0.0,1618.45,13861.43,-60197.41,228738.0,2.7
33,2019-02-02 10:00:00,2019-02-02 11:00:00,2019-02-02 10:00:00,2019-02-02 00:00:00,10,5,0,39.64187,39.0985,38.96666,12181.95,0.0,1417.81,13599.76,-59795.48,222540.0,2.7
34,2019-02-02 11:00:00,2019-02-02 12:00:00,2019-02-02 11:00:00,2019-02-02 00:00:00,11,5,0,37.22578,36.78642,36.5949,12226.72,0.0,1316.52,13543.24,-57652.11,219568.0,2.7
35,2019-02-02 12:00:00,2019-02-02 13:00:00,2019-02-02 12:00:00,2019-02-02 00:00:00,12,5,0,35.67042,35.21015999999999,35.008790000000005,12480.16,0.0,1306.95,13787.11,-60826.17,220951.0,2.7
36,2019-02-02 13:00:00,2019-02-02 14:00:00,2019-02-02 13:00:00,2019-02-02 00:00:00,13,5,0,34.46792,34.07133,33.87304,13379.58,0.33,1350.1,14730.01,-65900.78,227643.0,2.7
37,2019-02-02 14:00:00,2019-02-02 15:00:00,2019-02-02 14:00:00,2019-02-02 00:00:00,14,5,0,33.96672,33.63395,33.42468,13912.44,6.48,1406.68,15325.6,-85790.70999999999,239521.0,2.7
38,2019-02-02 15:00:00,2019-02-02 16:00:00,2019-02-02 15:00:00,2019-02-02 00:00:00,15,5,0,32.27315,31.87957,31.68116,14181.490000000002,404.25,1406.54,15992.280000000002,-84061.91999999997,245278.0,2.7
39,2019-02-02 16:00:00,2019-02-02 17:00:00,2019-02-02 16:00:00,2019-02-02 00:00:00,16,5,0,34.45783,33.88284,33.72697,13422.09,1351.22,1264.48,16037.79,-82779.30999999997,257208.0,2.7
40,2019-02-02 17:00:00,2019-02-02 18:00:00,2019-02-02 17:00:00,2019-02-02 00:00:00,17,5,0,39.55609000000001,39.06419,38.93621,13281.65,2204.26,1109.9,16595.81,-74600.61999999997,268293.0,2.7
41,2019-02-02 18:00:00,2019-02-02 19:00:00,2019-02-02 18:00:00,2019-02-02 00:00:00,18,5,0,46.33868,46.40968,46.13042,13056.43,2964.97,1110.26,17131.66,-80930.33,273598.0,2.7
42,2019-02-02 19:00:00,2019-02-02 20:00:00,2019-02-02 19:00:00,2019-02-02 00:00:00,19,5,0,47.74373,47.91949,47.62168,12769.62,3503.66,1265.23,17538.51,-89863.75,273445.0,2.7
43,2019-02-02 20:00:00,2019-02-02 21:00:00,2019-02-02 20:00:00,2019-02-02 00:00:00,20,5,0,45.12868,45.18396,44.88451,12526.07,3588.62,1413.38,17528.07,-83397.81999999998,268933.0,2.7
44,2019-02-02 21:00:00,2019-02-02 22:00:00,2019-02-02 21:00:00,2019-02-02 00:00:00,21,5,0,42.49963,42.51696,42.23972,12524.81,3644.6,1498.81,17668.22,-80149.86999999997,263928.0,2.7
45,2019-02-02 22:00:00,2019-02-02 23:00:00,2019-02-02 22:00:00,2019-02-02 00:00:00,22,5,0,40.68235,40.30307,40.17939000000001,12369.66,3524.12,1558.17,17451.949999999993,-81842.26,263641.0,2.7
46,2019-02-02 23:00:00,2019-02-03 00:00:00,2019-02-02 23:00:00,2019-02-02 00:00:00,23,5,0,38.10906,37.75799,37.65768,12861.339999999998,2710.96,1572.98,17145.28,-83039.5,269608.0,2.7
47,2019-02-03 00:00:00,2019-02-03 01:00:00,2019-02-03 00:00:00,2019-02-02 00:00:00,24,5,0,35.03392,34.62737,34.52485,14771.81,1173.87,1476.27,17421.95,-95378.42,275929.0,2.7
48,2019-02-03 01:00:00,2019-02-03 02:00:00,2019-02-03 01:00:00,2019-02-03 00:00:00,1,6,0,31.78946,31.49434,31.37244,15739.05,93.43,1404.09,17236.57,-103163.63999999998,297708.0,2.7
49,2019-02-03 02:00:00,2019-02-03 03:00:00,2019-02-03 02:00:00,2019-02-03 00:00:00,2,6,0,31.56404,31.16393,31.078190000000006,15964.169999999998,0.11,1448.07,17412.35,-104998.15,310356.0,2.7
50,2019-02-03 03:00:00,2019-02-03 04:00:00,2019-02-03 03:00:00,2019-02-03 00:00:00,3,6,0,30.03384,29.542720000000006,29.48547,15441.149999999998,0.0,1546.2,16987.35,-100155.85,302495.0,2.7
51,2019-02-03 04:00:00,2019-02-03 05:00:00,2019-02-03 04:00:00,2019-02-03 00:00:00,4,6,0,29.28193,28.80628,28.74756,15269.509999999998,0.0,1692.09,16961.6,-87642.48999999999,295163.0,2.7
52,2019-02-03 05:00:00,2019-02-03 06:00:00,2019-02-03 05:00:00,2019-02-03 00:00:00,5,6,0,32.692820000000005,31.957890000000006,31.957890000000006,15007.04,0.0,1892.21,16899.25,-85090.54,284359.0,2.7
53,2019-02-03 06:00:00,2019-02-03 07:00:00,2019-02-03 06:00:00,2019-02-03 00:00:00,6,6,0,36.2362,35.50364000000001,35.49639000000001,14039.45,0.0,2130.4,16169.85,-76542.94,268247.0,2.7
54,2019-02-03 07:00:00,2019-02-03 08:00:00,2019-02-03 07:00:00,2019-02-03 00:00:00,7,6,0,38.52007,37.69951,37.72648,12971.33,0.0,2362.9300000000007,15334.26,-69347.77,250513.0,2.7
55,2019-02-03 08:00:00,2019-02-03 09:00:00,2019-02-03 08:00:00,2019-02-03 00:00:00,8,6,0,36.51995,35.48732000000001,35.57095,11506.3,0.0,2573.92,14080.22,-73567.25,237115.0,2.7
56,2019-02-03 09:00:00,2019-02-03 10:00:00,2019-02-03 09:00:00,2019-02-03 00:00:00,9,6,0,31.12343,29.993240000000004,30.08897,10825.03,0.0,2618.17,13443.2,-72280.67000000001,226802.0,2.7
57,2019-02-03 10:00:00,2019-02-03 11:00:00,2019-02-03 10:00:00,2019-02-03 00:00:00,10,6,0,30.25273,28.75097,28.97147,10259.47,0.0,2549.390000000001,12808.86,-72198.89,221012.0,2.7
58,2019-02-03 11:00:00,2019-02-03 12:00:00,2019-02-03 11:00:00,2019-02-03 00:00:00,11,6,0,26.983,25.71002,25.83252,10165.63,0.0,2351.1800000000007,12516.81,-71627.22,217357.0,2.7
59,2019-02-03 12:00:00,2019-02-03 13:00:00,2019-02-03 12:00:00,2019-02-03 00:00:00,12,6,0,22.57452,21.45258,21.583920000000006,10628.51,0.0,2028.26,12656.77,-73758.92000000001,217233.0,2.7
60,2019-02-03 13:00:00,2019-02-03 14:00:00,2019-02-03 13:00:00,2019-02-03 00:00:00,13,6,0,20.03767,19.1712,19.21284,11298.68,0.2,1607.35,12906.23,-80962.6,221246.0,2.7
61,2019-02-03 14:00:00,2019-02-03 15:00:00,2019-02-03 14:00:00,2019-02-03 00:00:00,14,6,0,21.06075,20.13963,20.20423,11585.27,26.31,1309.96,12921.54,-87064.12,229922.0,2.7
62,2019-02-03 15:00:00,2019-02-03 16:00:00,2019-02-03 15:00:00,2019-02-03 00:00:00,15,6,0,24.15681,23.12907,23.21272,11253.009999999998,975.04,1194.75,13422.8,-90316.56,234280.0,2.7
63,2019-02-03 16:00:00,2019-02-03 17:00:00,2019-02-03 16:00:00,2019-02-03 00:00:00,16,6,0,29.15518,28.20317,28.20898,10387.0,3049.45,1220.3200000000004,14656.77,-79555.10000000003,241424.0,2.7
64,2019-02-03 17:00:00,2019-02-03 18:00:00,2019-02-03 17:00:00,2019-02-03 00:00:00,17,6,0,38.40723,37.93795,37.82547,9857.13,4715.469999999998,1360.64,15933.24,-79507.45,245343.0,2.7
65,2019-02-03 18:00:00,2019-02-03 19:00:00,2019-02-03 18:00:00,2019-02-03 00:00:00,18,6,0,45.15206,44.95934000000001,44.72532,9151.54,5565.56,1586.33,16303.430000000002,-77520.82999999999,247067.0,2.7
66,2019-02-03 19:00:00,2019-02-03 20:00:00,2019-02-03 19:00:00,2019-02-03 00:00:00,19,6,0,46.84055,46.70702,46.47335,8655.6,5934.03,1832.14,16421.77,-73820.25,247836.0,2.7
67,2019-02-03 20:00:00,2019-02-03 21:00:00,2019-02-03 20:00:00,2019-02-03 00:00:00,20,6,0,45.32911,45.03892000000001,44.86849,8202.509999999998,5950.46,2057.09,16210.059999999998,-73788.2,253628.0,2.7
68,2019-02-03 21:00:00,2019-02-03 22:00:00,2019-02-03 21:00:00,2019-02-03 00:00:00,21,6,0,43.56036,43.40538,43.22382,8374.689999999999,5779.120000000001,2216.01,16369.82,-74422.76000000001,252968.0,2.7
69,2019-02-03 22:00:00,2019-02-03 23:00:00,2019-02-03 22:00:00,2019-02-03 00:00:00,22,6,0,40.2813,40.33464,40.08847,8587.21,5231.55,2253.16,16071.919999999998,-74398.17000000001,252212.0,2.7
70,2019-02-03 23:00:00,2019-02-04 00:00:00,2019-02-03 23:00:00,2019-02-03 00:00:00,23,6,0,36.28795,36.07847,35.93881,10318.38,3800.59,2230.1,16349.07,-79974.33,254871.0,2.7
71,2019-02-04 00:00:00,2019-02-04 01:00:00,2019-02-04 00:00:00,2019-02-03 00:00:00,24,6,0,35.16428,34.67855,34.58637,13110.18,1459.11,2121.57,16690.86,-82827.14000000001,264049.0,2.7
72,2019-02-04 01:00:00,2019-02-04 02:00:00,2019-02-04 01:00:00,2019-02-04 00:00:00,1,0,0,33.88402,33.34337,33.295770000000005,15237.34,97.68,1917.43,17252.45,-90405.52,286836.0,2.57
73,2019-02-04 02:00:00,2019-02-04 03:00:00,2019-02-04 02:00:00,2019-02-04 00:00:00,2,0,0,32.74409,32.23133,32.18203,15669.079999999998,0.16999999999999998,1650.62,17319.87,-91210.15000000002,297676.0,2.57
74,2019-02-04 03:00:00,2019-02-04 04:00:00,2019-02-04 03:00:00,2019-02-04 00:00:00,3,0,0,31.95381,31.49783,31.42398,15838.45,0.0,1435.4,17273.85,-88835.5,292941.0,2.57
75,2019-02-04 04:00:00,2019-02-04 05:00:00,2019-02-04 04:00:00,2019-02-04 00:00:00,4,0,0,31.00587,30.58502,30.5102,15672.78,0.0,1328.51,17001.29,-83573.91999999997,290427.0,2.57
76,2019-02-04 05:00:00,2019-02-04 06:00:00,2019-02-04 05:00:00,2019-02-04 00:00:00,5,0,0,35.13012,34.34938,34.363440000000004,14988.47,0.0,1346.53,16335.0,-80527.14000000001,279693.0,2.57
77,2019-02-04 06:00:00,2019-02-04 07:00:00,2019-02-04 06:00:00,2019-02-04 00:00:00,6,0,0,40.52061,40.25414,40.08195,14064.14,0.0,1421.9199999999996,15486.06,-69600.11999999997,260833.0,2.57
78,2019-02-04 07:00:00,2019-02-04 08:00:00,2019-02-04 07:00:00,2019-02-04 00:00:00,7,0,0,53.57461,52.93096,52.79033,12703.48,0.0,1523.59,14227.07,-65188.67,241885.0,2.57
79,2019-02-04 08:00:00,2019-02-04 09:00:00,2019-02-04 08:00:00,2019-02-04 00:00:00,8,0,0,49.15947,48.12965,48.12965,12351.1,0.0,1726.54,14077.64,-56173.70000000001,228876.0,2.57
80,2019-02-04 09:00:00,2019-02-04 10:00:00,2019-02-04 09:00:00,2019-02-04 00:00:00,9,0,0,48.66271,47.70055,47.48456,11834.7,0.0,1737.0100000000002,13571.71,-57174.7,221837.0,2.57
81,2019-02-04 10:00:00,2019-02-04 11:00:00,2019-02-04 10:00:00,2019-02-04 00:00:00,10,0,0,42.31172,41.19892,41.10973,11281.06,0.0,1780.68,13061.74,-60557.51999999999,218781.0,2.57
82,2019-02-04 11:00:00,2019-02-04 12:00:00,2019-02-04 11:00:00,2019-02-04 00:00:00,11,0,0,38.22732,37.0302,37.00343,11494.98,0.0,1810.87,13305.85,-59481.23000000001,219533.0,2.57
83,2019-02-04 12:00:00,2019-02-04 13:00:00,2019-02-04 12:00:00,2019-02-04 00:00:00,12,0,0,31.78289,30.916220000000006,30.81426,12370.02,0.0,1740.16,14110.18,-61908.75,227807.0,2.57
84,2019-02-04 13:00:00,2019-02-04 14:00:00,2019-02-04 13:00:00,2019-02-04 00:00:00,13,0,0,30.52083,29.61947,29.47281,14368.46,0.13,1691.83,16060.419999999998,-67296.69,247137.0,2.57
85,2019-02-04 14:00:00,2019-02-04 15:00:00,2019-02-04 14:00:00,2019-02-04 00:00:00,14,0,0,31.93051,31.11573,30.92326,15980.47,27.83,1739.4699999999998,17747.77,-84731.29000000001,278972.0,2.57
86,2019-02-04 15:00:00,2019-02-04 16:00:00,2019-02-04 15:00:00,2019-02-04 00:00:00,15,0,0,32.46333,31.5688,31.39965,15983.61,867.48,1841.63,18692.72,-87689.91000000003,296012.0,2.57
87,2019-02-04 16:00:00,2019-02-04 17:00:00,2019-02-04 16:00:00,2019-02-04 00:00:00,16,0,0,37.06224,35.97698,35.8915,14645.34,2744.55,1987.27,19377.16,-85894.79,296591.0,2.57
88,2019-02-04 17:00:00,2019-02-04 18:00:00,2019-02-04 17:00:00,2019-02-04 00:00:00,17,0,0,46.44194,45.31491,45.26815,14130.36,4457.29,2086.52,20674.17,-79428.49999999999,295412.0,2.57
89,2019-02-04 18:00:00,2019-02-04 19:00:00,2019-02-04 18:00:00,2019-02-04 00:00:00,18,0,0,59.02458000000001,58.36091,58.10381,13283.04,5227.47,2104.140000000001,20614.65,-76479.7,296061.0,2.57
90,2019-02-04 19:00:00,2019-02-04 20:00:00,2019-02-04 19:00:00,2019-02-04 00:00:00,19,0,0,68.95855,67.80994,67.74032,12375.97,5510.95,2143.02,20029.94,-72017.89000000001,293423.0,2.57
91,2019-02-04 20:00:00,2019-02-04 21:00:00,2019-02-04 20:00:00,2019-02-04 00:00:00,20,0,0,61.28571,60.61491,60.42856999999999,11852.38,5526.14,2186.79,19565.31,-62755.27,291302.0,2.57
92,2019-02-04 21:00:00,2019-02-04 22:00:00,2019-02-04 21:00:00,2019-02-04 00:00:00,21,0,0,57.86588,57.27326,57.07376,11895.02,5323.01,2221.17,19439.2,-62620.42000000001,291322.0,2.57
93,2019-02-04 22:00:00,2019-02-04 23:00:00,2019-02-04 22:00:00,2019-02-04 00:00:00,22,0,0,54.35791,54.01579,53.85576999999999,12124.64,4880.17,2254.08,19258.89,-57776.53999999999,288849.0,2.57
94,2019-02-04 23:00:00,2019-02-05 00:00:00,2019-02-04 23:00:00,2019-02-04 00:00:00,23,0,0,41.51397,41.21907,41.10111,13353.829999999998,3662.21,2211.51,19227.55,-65998.58000000003,292173.0,2.57
95,2019-02-05 00:00:00,2019-02-05 01:00:00,2019-02-05 00:00:00,2019-02-04 00:00:00,24,0,0,39.10031,38.94156,38.72725,16060.9,1542.63,2089.12,19692.65,-80810.88999999997,305024.0,2.57
96,2019-02-05 01:00:00,2019-02-05 02:00:00,2019-02-05 01:00:00,2019-02-05 00:00:00,1,1,0,53.16985,53.13757,52.77174,18729.67,112.49,1922.85,20765.01,-92504.8,329764.0,2.54
97,2019-02-05 02:00:00,2019-02-05 03:00:00,2019-02-05 02:00:00,2019-02-05 00:00:00,2,1,0,49.43456,49.42455,49.06426,19784.75,0.08,1759.23,21544.06,-99383.23,343425.0,2.54
98,2019-02-05 03:00:00,2019-02-05 04:00:00,2019-02-05 03:00:00,2019-02-05 00:00:00,3,1,0,45.28578,45.18509,44.87384,19330.34,0.0,1644.16,20974.5,-98280.8,337586.0,2.54
99,2019-02-05 04:00:00,2019-02-05 05:00:00,2019-02-05 04:00:00,2019-02-05 00:00:00,4,1,0,45.55613,45.46406,45.16023,18261.44,0.0,1596.1999999999996,19857.64,-94187.14,326830.0,2.54
100,2019-02-05 05:00:00,2019-02-05 06:00:00,2019-02-05 05:00:00,2019-02-05 00:00:00,5,1,0,50.32827,50.26725,49.90111,17412.81,0.0,1606.75,19019.56,-82438.44,309964.0,2.54
101,2019-02-05 06:00:00,2019-02-05 07:00:00,2019-02-05 06:00:00,2019-02-05 00:00:00,6,1,0,57.94104,58.22906999999999,57.64713,15270.3,0.0,1637.05,16907.35,-66381.11000000003,286152.0,2.54
102,2019-02-05 07:00:00,2019-02-05 08:00:00,2019-02-05 07:00:00,2019-02-05 00:00:00,7,1,0,80.0731,80.47919,79.67513000000002,14017.12,0.0,1688.0300000000002,15705.15,-59392.88000000001,265142.0,2.54
103,2019-02-05 08:00:00,2019-02-05 09:00:00,2019-02-05 08:00:00,2019-02-05 00:00:00,8,1,0,80.28438,80.07313,79.37437,14316.430000000002,0.0,2075.9,16392.33,-41420.87000000002,249939.0,2.54
104,2019-02-05 09:00:00,2019-02-05 10:00:00,2019-02-05 09:00:00,2019-02-05 00:00:00,9,1,0,61.01479000000001,58.10763000000001,57.7731,13729.31,0.0,2040.36,15769.67,-39780.85000000001,240373.0,2.54
105,2019-02-05 10:00:00,2019-02-05 11:00:00,2019-02-05 10:00:00,2019-02-05 00:00:00,10,1,0,50.85637,49.63953,49.49894000000001,13371.259999999998,0.0,1963.29,15334.55,-36894.180000000015,236453.0,2.54
106,2019-02-05 11:00:00,2019-02-05 12:00:00,2019-02-05 11:00:00,2019-02-05 00:00:00,11,1,0,44.84604,43.49486,43.3546,13566.96,0.0,1892.02,15458.98,-34632.69,236063.0,2.54
107,2019-02-05 12:00:00,2019-02-05 13:00:00,2019-02-05 12:00:00,2019-02-05 00:00:00,12,1,0,42.48224,41.6165,41.32485,14769.99,0.0,1799.15,16569.14,-39863.679999999986,242040.0,2.54
108,2019-02-05 13:00:00,2019-02-05 14:00:00,2019-02-05 13:00:00,2019-02-05 00:00:00,13,1,0,39.94924,38.81611,38.48799,16932.550000000007,0.23,1712.46,18645.24,-44701.85000000001,261129.0,2.54
109,2019-02-05 14:00:00,2019-02-05 15:00:00,2019-02-05 14:00:00,2019-02-05 00:00:00,14,1,0,40.44331,39.52364,39.30346,18983.47,28.78,1623.53,20635.779999999995,-68125.33,292129.0,2.54
110,2019-02-05 15:00:00,2019-02-05 16:00:00,2019-02-05 15:00:00,2019-02-05 00:00:00,15,1,0,39.6511,38.51415,38.24354,18767.88,942.78,1570.86,21281.52,-67153.09000000001,306293.0,2.54
111,2019-02-05 16:00:00,2019-02-05 17:00:00,2019-02-05 16:00:00,2019-02-05 00:00:00,16,1,0,42.40269,41.20499,41.05679,16832.07,2951.0600000000004,1631.5600000000004,21414.69,-61557.45000000001,302876.0,2.54
112,2019-02-05 17:00:00,2019-02-05 18:00:00,2019-02-05 17:00:00,2019-02-05 00:00:00,17,1,0,60.03633000000001,59.17045,58.71632,15451.919999999998,4563.7,1888.09,21903.71,-48054.52,298369.0,2.54
113,2019-02-05 18:00:00,2019-02-05 19:00:00,2019-02-05 18:00:00,2019-02-05 00:00:00,18,1,0,77.99163,77.76241,77.05893,14352.82,5264.74,2163.03,21780.59,-47324.02000000002,286510.0,2.54
114,2019-02-05 19:00:00,2019-02-05 20:00:00,2019-02-05 19:00:00,2019-02-05 00:00:00,19,1,0,90.95328,90.95328,90.95328,13414.510000000002,5537.42,2351.29,21303.22,-44912.91,279649.0,2.54
115,2019-02-05 20:00:00,2019-02-05 21:00:00,2019-02-05 20:00:00,2019-02-05 00:00:00,20,1,0,83.14401,81.94715,81.55378,12768.379999999996,5599.8,2489.42,20857.6,-38782.76,275754.0,2.54
116,2019-02-05 21:00:00,2019-02-05 22:00:00,2019-02-05 21:00:00,2019-02-05 00:00:00,21,1,0,79.61438000000003,78.84314,78.30488000000003,12712.15,5556.65,2553.63,20822.430000000004,-37653.04,274211.0,2.54
117,2019-02-05 22:00:00,2019-02-05 23:00:00,2019-02-05 22:00:00,2019-02-05 00:00:00,22,1,0,75.37567,74.75927,74.24941,12820.16,5159.41,2522.96,20502.53,-33657.959999999985,228057.0,2.54
118,2019-02-05 23:00:00,2019-02-06 00:00:00,2019-02-05 23:00:00,2019-02-05 00:00:00,23,1,0,59.46274,59.45671,58.91992,13730.44,4006.74,2423.08,20160.26,-44200.78999999999,279154.0,2.54
119,2019-02-06 00:00:00,2019-02-06 01:00:00,2019-02-06 00:00:00,2019-02-05 00:00:00,24,1,0,55.71809,55.77469,55.18038000000001,17079.760000000002,1762.0,2299.44,21141.2,-54913.59000000001,294517.0,2.54
120,2019-02-06 01:00:00,2019-02-06 02:00:00,2019-02-06 01:00:00,2019-02-06 00:00:00,1,2,0,71.72541,70.16928,69.88243,20029.88,157.61,2233.15,22420.64,-71107.11,323415.0,2.58
121,2019-02-06 02:00:00,2019-02-06 03:00:00,2019-02-06 02:00:00,2019-02-06 00:00:00,2,2,0,69.44038,67.87844,67.64935,21545.02,0.19,2251.41,23796.62,-74503.32000000004,345763.0,2.58
